Output file: output/wt_090482.root input file:/disk03/lowe10/sk7/sle/lomugd.090482.root
 Id of this manager : 10
InitReadRoot: total = 19980588
RUNINFO found in the rare list
SK geometry setting: 6
***** Dummy rgetvalue was called. (Remote File Access is not supported) *****
==========WT:========== 13418 14150.8 12551.3
0/19980588
Sec_Event 472258 N50: 36
T: 0.187629 Q: -0.00405433
T: 0.0790644 Q: 1.17744
T: -0.0245265 Q: -0.00358779
T: -0.119996 Q: -0.00227142
T: -0.204444 Q: -0.00235503
T: -0.275305 Q: -0.00348423
T: -0.330424 Q: -0.00412827
T: -0.368128 Q: 1.23554
T: -0.387271 Q: 3.58375
T: -0.387271 Q: -0.00519036
T: -0.368128 Q: 1.1591
T: -0.330424 Q: -0.0126912
T: -0.275305 Q: -0.0123636
T: -0.204444 Q: -0.0144253
T: -0.119996 Q: -0.01296
T: -0.0245265 Q: -0.0193729
T: 0.0790644 Q: -0.0176271
T: 0.187629 Q: 1.46592
T: 0.297868 Q: -0.0208583
T: 0.406432 Q: -0.0484638
T: 0.510023 Q: 3.73277
T: 0.605493 Q: -0.0279384
T: 0.689941 Q: -0.0269594
T: 0.760801 Q: -0.0230955
T: 0.815921 Q: -0.0185211
T: 0.853625 Q: -0.0140641
T: 0.872767 Q: -0.0148423
T: 0.872767 Q: -0.0159636
T: 0.853625 Q: -0.0153218
T: 0.815921 Q: -0.0122953
T: 0.760801 Q: 2.40457
T: 0.689941 Q: -0.0069966
T: 0.605493 Q: 1.21314
T: 0.510023 Q: -0.00319441
T: 0.406432 Q: -0.00610231
T: 0.297868 Q: -0.00240587
Sec_Event 1090495 N50: 36
T: 0.101248 Q: -0.00407587
T: -0.0109838 Q: -0.00338984
T: -0.118074 Q: -0.00566965
T: -0.216768 Q: -0.00396996
T: -0.304069 Q: -0.00966759
T: -0.377322 Q: 1.09374
T: -0.434304 Q: -0.00693154
T: -0.473281 Q: -0.0100284
T: -0.493071 Q: 2.3502
T: -0.493071 Q: 1.31904
T: -0.473281 Q: 1.1631
T: -0.434304 Q: -0.0135576
T: -0.377322 Q: -0.0129725
T: -0.304069 Q: -0.0145763
T: -0.216768 Q: -0.0141733
T: -0.118074 Q: -0.0152724
T: -0.0109838 Q: 0.950767
T: 0.101248 Q: -0.0111121
T: 0.21521 Q: -0.0168144
T: 0.327442 Q: 1.65563
T: 0.434531 Q: -0.00425734
T: 0.533226 Q: -0.0024301
T: 0.620526 Q: 1.00691
T: 0.69378 Q: -0.000857839
T: 0.750762 Q: -0.000755869
T: 0.789739 Q: 0.94829
T: 0.809529 Q: 1.25871
T: 0.809529 Q: 2.13616
T: 0.789739 Q: -0.000607288
T: 0.750762 Q: 1.93369
T: 0.69378 Q: -0.00468744
T: 0.620526 Q: 1.09737
T: 0.533226 Q: 2.7057
T: 0.434531 Q: -0.00541662
T: 0.327442 Q: 0.686679
T: 0.21521 Q: 1.3423
Sec_Event 1514116 N50: 30
T: 0.18041 Q: -0.0282388
T: 0.0714765 Q: -0.0253189
T: -0.0324669 Q: -0.0217166
T: -0.128262 Q: 1.32482
T: -0.212997 Q: -0.0190368
T: -0.284099 Q: -0.0121829
T: -0.339406 Q: -0.0110935
T: -0.377238 Q: 0.890377
T: -0.396446 Q: -0.00621802
T: -0.396446 Q: -0.00621326
T: -0.377238 Q: 2.22496
T: -0.339406 Q: 2.92585
T: -0.284099 Q: 1.52589
T: -0.212997 Q: 1.30795
T: -0.128262 Q: -0.00541622
T: -0.0324669 Q: -0.00506051
T: 0.0714765 Q: 1.52861
T: 0.18041 Q: 1.19828
T: 0.291025 Q: -0.00475326
T: 0.399958 Q: 1.3133
T: 0.503902 Q: -0.00843489
T: 0.599697 Q: -0.0042975
T: 0.684432 Q: -0.00649627
T: 0.755534 Q: -0.0149774
T: 0.810841 Q: -0.0213484
T: 0.848673 Q: 1.24352
T: 0.867881 Q: -0.0533899
T: 0.867881 Q: -0.0661083
T: 0.848673 Q: 1.18627
T: 0.810841 Q: -0.074941
T: 0.755534 Q: -0.0793173
T: 0.684432 Q: -0.0763007
T: 0.599697 Q: 1.45403
T: 0.503902 Q: 1.28887
T: 0.399958 Q: -0.0364028
T: 0.291025 Q: -0.0363567
Sec_Event 2476270 N50: 25
T: -0.641104 Q: -0.00079077
T: -0.707259 Q: 1.14024
