Output file: output/wt_090012.root input file:/disk03/lowe10/sk7/sle/lomugd.090012.root
 Id of this manager : 10
InitReadRoot: total = 24911783
RUNINFO found in the rare list
SK geometry setting: 6
***** Dummy rgetvalue was called. (Remote File Access is not supported) *****
==========WT:========== 13161.5 13311 11264.9
0/24911783
Sec_Event 558737 N50: 28
T: -0.402637 Q: -0.00708611
T: -0.503863 Q: -0.00977878
T: -0.600451 Q: -0.0051493
T: -0.689467 Q: -0.00305025
T: -0.768206 Q: 1.05272
T: -0.834276 Q: -0.00197421
T: -0.885669 Q: -0.000711205
T: -0.920825 Q: -0.00118651
T: -0.938673 Q: -0.00133745
T: -0.938673 Q: -0.000860858
T: -0.920825 Q: -0.0010313
T: -0.885669 Q: 1.06988
T: -0.834276 Q: -0.000607467
T: -0.768206 Q: -0.00138599
T: -0.689467 Q: 0.995856
T: -0.600451 Q: -0.00334338
T: -0.503863 Q: 0.918095
T: -0.402637 Q: 1.83131
T: -0.299851 Q: -0.00648809
T: -0.198625 Q: -0.00526722
T: -0.102037 Q: -0.00679139
T: -0.0130214 Q: -0.00752152
T: 0.0657178 Q: -0.00494147
T: 0.131788 Q: -0.00658704
T: 0.183181 Q: -0.00484011
T: 0.218336 Q: 1.06074
T: 0.236185 Q: -0.00444447
T: 0.236185 Q: 1.17695
T: 0.218336 Q: -0.00540526
T: 0.183181 Q: -0.00724574
T: 0.131788 Q: -0.00850215
T: 0.0657178 Q: -0.00378634
T: -0.0130214 Q: -0.00728775
T: -0.102037 Q: 2.35197
T: -0.198625 Q: -0.00685455
T: -0.299851 Q: 1.05448
Sec_Event 558737 N50: 43
T: 0.5014 Q: 1.15108
T: 0.422708 Q: 3.4996
T: 0.34762 Q: -0.0166998
T: 0.278419 Q: 1.21664
T: 0.217208 Q: -0.0193422
T: 0.165845 Q: -0.010332
T: 0.125891 Q: 1.20866
T: 0.0985619 Q: -0.0079292
T: 0.0846863 Q: -0.00609488
T: 0.0846863 Q: -0.00815008
T: 0.0985619 Q: 2.57841
T: 0.125891 Q: 1.31091
T: 0.165845 Q: -0.0094543
T: 0.217208 Q: 1.37955
T: 0.278419 Q: -0.00837098
T: 0.34762 Q: -0.00986011
T: 0.422708 Q: -0.0139014
T: 0.5014 Q: -0.0106079
T: 0.581307 Q: 1.22702
T: 0.659999 Q: -0.0181453
T: 0.735087 Q: 1.07216
T: 0.804287 Q: -0.0350201
T: 0.865499 Q: 1.30579
T: 0.916862 Q: -0.0866309
T: 0.956815 Q: -0.0608809
T: 0.984145 Q: 1.34399
T: 0.998021 Q: 1.5602
T: 0.998021 Q: -0.0508554
T: 0.984145 Q: -0.0553238
T: 0.956815 Q: 1.56262
T: 0.916862 Q: 1.37454
T: 0.865499 Q: 2.22556
T: 0.804287 Q: -0.0763058
T: 0.735087 Q: -0.0555253
T: 0.659999 Q: -0.0334773
T: 0.581307 Q: -0.0273876
Sec_Event 558737 N50: 35
T: -0.478183 Q: -0.00116774
T: -0.571795 Q: 1.1245
T: -0.661118 Q: -0.00113633
T: -0.743439 Q: 1.07002
T: -0.816256 Q: -0.00207041
T: -0.877356 Q: -0.00255301
T: -0.924884 Q: -0.00172965
T: -0.957395 Q: -0.00196128
T: -0.973901 Q: -0.00153667
T: -0.973901 Q: -0.00185564
T: -0.957395 Q: -0.00142893
T: -0.924884 Q: 2.01938
T: -0.877356 Q: 1.08513
T: -0.816256 Q: -0.00271884
T: -0.743439 Q: -0.00343327
T: -0.661118 Q: 2.0568
T: -0.571795 Q: 1.92744
T: -0.478183 Q: -0.0112351
T: -0.383128 Q: -0.0107193
T: -0.289516 Q: -0.00826618
T: -0.200193 Q: -0.00634915
T: -0.117872 Q: -0.00500596
T: -0.0450555 Q: -0.00681786
T: 0.0160451 Q: -0.00339963
T: 0.0635729 Q: -0.00451503
T: 0.0960839 Q: -0.00293697
T: 0.11259 Q: -0.00343211
T: 0.11259 Q: -0.00126094
T: 0.0960839 Q: -0.00230638
T: 0.0635729 Q: -0.00106925
T: 0.0160451 Q: 1.00309
T: -0.0450555 Q: -0.000653719
T: -0.117872 Q: -0.00186674
T: -0.200193 Q: 1.24882
T: -0.289516 Q: 1.19044
T: -0.383128 Q: 1.23203
Sec_Event 721058 N50: 28
T: 0.305511 Q: -0.0156664
