Output file: output/wt_090383.root input file:/disk03/lowe10/sk7/sle/lomugd.090383.root
 Id of this manager : 10
InitReadRoot: total = 1249213
RUNINFO found in the rare list
SK geometry setting: 6
***** Dummy rgetvalue was called. (Remote File Access is not supported) *****
==========WT:========== 17406.5 14336.2 12340
0/1249213
Sec_Event 306511 N50: 33
T: -0.721073 Q: -0.00479001
T: -0.758799 Q: -0.00537496
T: -0.794797 Q: -0.00442398
T: -0.827973 Q: -0.00563835
T: -0.857319 Q: 1.11341
T: -0.881943 Q: -0.0030006
T: -0.901097 Q: 2.16632
T: -0.914199 Q: -0.00267731
T: -0.920851 Q: -0.00191732
T: -0.920851 Q: 1.42503
T: -0.914199 Q: 1.15513
T: -0.901097 Q: -0.00166583
T: -0.881943 Q: 1.10594
T: -0.857319 Q: -0.00306115
T: -0.827973 Q: -0.00285974
T: -0.794797 Q: -0.00458882
T: -0.758799 Q: -0.003397
T: -0.721073 Q: -0.00558482
T: -0.682765 Q: -0.00517168
T: -0.645039 Q: -0.00675524
T: -0.609041 Q: 1.91817
T: -0.575865 Q: -0.0096162
T: -0.546519 Q: -0.0114633
T: -0.521895 Q: -0.0139377
T: -0.502741 Q: 1.01084
T: -0.489639 Q: -0.0193885
T: -0.482987 Q: -0.0157935
T: -0.482987 Q: -0.0128444
T: -0.489639 Q: -0.0135104
T: -0.502741 Q: -0.0120295
T: -0.521895 Q: -0.0125624
T: -0.546519 Q: 2.11403
T: -0.575865 Q: 1.09783
T: -0.609041 Q: 0.898788
T: -0.645039 Q: -0.00790701
T: -0.682765 Q: -0.00530315
Sec_Event 726297 N50: 40
T: 0.638113 Q: -0.00165304
T: 0.586611 Q: -0.00141673
T: 0.537469 Q: -0.00109621
T: 0.492179 Q: -0.00183351
T: 0.452118 Q: -0.00132359
T: 0.418503 Q: -0.00182052
T: 0.392355 Q: 2.13324
T: 0.374469 Q: 2.24677
T: 0.365388 Q: -0.00283444
T: 0.365388 Q: -0.00347896
T: 0.374469 Q: -0.00707304
T: 0.392355 Q: -0.00528337
T: 0.418503 Q: -0.00865566
T: 0.452118 Q: -0.0131991
T: 0.492179 Q: -0.0247107
T: 0.537469 Q: -0.0364213
T: 0.586611 Q: -0.0336842
T: 0.638113 Q: -0.0481548
T: 0.690409 Q: -0.0534813
T: 0.74191 Q: 2.78733
T: 0.791052 Q: -0.0474517
T: 0.836342 Q: 1.28834
T: 0.876403 Q: 1.02432
T: 0.910018 Q: -0.0302659
T: 0.936166 Q: -0.0286479
T: 0.954052 Q: -0.0329329
T: 0.963133 Q: -0.0330723
T: 0.963133 Q: -0.0319135
T: 0.954052 Q: -0.0353296
T: 0.936166 Q: -0.0416497
T: 0.910018 Q: 1.89837
T: 0.876403 Q: 0.762593
T: 0.836342 Q: 0.905565
T: 0.791052 Q: -0.00542939
T: 0.74191 Q: -0.00263693
T: 0.690409 Q: -0.00132869
Sec_Event 1344210 N50: 35
Sec_Event 1344210 N50: 44
Sec_Event 1344210 N50: 31
T: -0.432888 Q: -0.0182682
T: -0.531332 Q: 1.344
T: -0.625266 Q: -0.00743524
T: -0.711836 Q: 2.78154
T: -0.788412 Q: -0.00347465
T: -0.852666 Q: -0.00387383
T: -0.902648 Q: -0.00262632
T: -0.936837 Q: -0.0017977
T: -0.954195 Q: -0.00240603
T: -0.954195 Q: -0.00153776
T: -0.936837 Q: -0.00223281
T: -0.902648 Q: -0.00204672
T: -0.852666 Q: 1.43348
T: -0.788412 Q: -0.00316634
T: -0.711836 Q: -0.00492991
T: -0.625266 Q: -0.00665872
T: -0.531332 Q: -0.0155748
T: -0.432888 Q: -0.0223913
T: -0.332925 Q: 1.20459
T: -0.234481 Q: -0.0200544
T: -0.140547 Q: -0.0220478
T: -0.0539768 Q: -0.0177973
T: 0.022599 Q: -0.0253904
T: 0.0868537 Q: -0.0199823
T: 0.136835 Q: -0.0250437
T: 0.171024 Q: -0.030968
T: 0.188383 Q: 1.44772
T: 0.188383 Q: 4.90422
T: 0.171024 Q: -0.039998
T: 0.136835 Q: -0.0345166
T: 0.0868537 Q: -0.0351925
T: 0.022599 Q: -0.0323224
T: -0.0539768 Q: -0.0296588
T: -0.140547 Q: 1.11847
T: -0.234481 Q: -0.0299924
T: -0.332925 Q: -0.0308457
Sec_Event 1344210 N50: 25
