Output file: output/wt_090124.root input file:/disk03/lowe10/sk7/sle/lomugd.090124.root
 Id of this manager : 10
InitReadRoot: total = 20019339
RUNINFO found in the rare list
SK geometry setting: 6
***** Dummy rgetvalue was called. (Remote File Access is not supported) *****
==========WT:========== 13840.2 13038.1 12003.6
0/20019339
Sec_Event 108252 N50: 31
T: -0.148392 Q: -0.0552246
T: -0.262402 Q: -0.0535845
T: -0.37119 Q: 1.22761
T: -0.471448 Q: -0.060469
T: -0.560133 Q: -0.0770784
T: -0.634547 Q: 2.74805
T: -0.692432 Q: -0.0675356
T: -0.732027 Q: -0.0637151
T: -0.75213 Q: 1.38883
T: -0.75213 Q: -0.0549491
T: -0.732027 Q: -0.05259
T: -0.692432 Q: -0.0644123
T: -0.634547 Q: -0.0483125
T: -0.560133 Q: 1.13728
T: -0.471448 Q: -0.0204815
T: -0.37119 Q: -0.0202582
T: -0.262402 Q: -0.0225264
T: -0.148392 Q: -0.0190874
T: -0.0326234 Q: -0.0134944
T: 0.0813867 Q: 1.13762
T: 0.190174 Q: -0.019161
T: 0.290433 Q: -0.0218736
T: 0.379117 Q: -0.0234225
T: 0.453532 Q: -0.024695
T: 0.511416 Q: -0.024298
T: 0.551011 Q: -0.0206356
T: 0.571114 Q: 1.15783
T: 0.571114 Q: 1.31188
T: 0.551011 Q: -0.0281957
T: 0.511416 Q: -0.0329123
T: 0.453532 Q: 0.873703
T: 0.379117 Q: -0.0446723
T: 0.290433 Q: 1.06795
T: 0.190174 Q: 1.13072
T: 0.0813867 Q: -0.0493858
T: -0.0326234 Q: 1.49636
Sec_Event 108252 N50: 44
T: -0.692241 Q: 2.22404
T: -0.743067 Q: -0.00626619
T: -0.791564 Q: 0.987086
T: -0.836259 Q: -0.00758007
T: -0.875794 Q: -0.0117705
T: -0.908968 Q: -0.0124961
T: -0.934773 Q: -0.0184727
T: -0.952424 Q: -0.0224849
T: -0.961386 Q: -0.0197016
T: -0.961386 Q: -0.0225546
T: -0.952424 Q: -0.0223513
T: -0.934773 Q: 2.56622
T: -0.908968 Q: 1.27891
T: -0.875794 Q: -0.028238
T: -0.836259 Q: -0.0318018
T: -0.791564 Q: -0.0353474
T: -0.743067 Q: 1.22678
T: -0.692241 Q: 1.25329
T: -0.640632 Q: -0.0563306
T: -0.589806 Q: -0.0583253
T: -0.541309 Q: -0.0617261
T: -0.496614 Q: 4.33549
T: -0.457079 Q: -0.0515896
T: -0.423905 Q: -0.0573285
T: -0.3981 Q: 1.22081
T: -0.380449 Q: -0.0480026
T: -0.371487 Q: 1.09097
T: -0.371487 Q: 1.01285
T: -0.380449 Q: 0.965487
T: -0.3981 Q: -0.015536
T: -0.423905 Q: -0.0159748
T: -0.457079 Q: 0.947537
T: -0.496614 Q: 0.896371
T: -0.541309 Q: 0.919809
T: -0.589806 Q: -0.00613823
T: -0.640632 Q: -0.00530328
Sec_Event 137478 N50: 30
T: 0.455379 Q: -0.00336757
T: 0.370208 Q: -0.00393713
T: 0.288938 Q: -0.00223656
T: 0.214039 Q: -0.000881733
T: 0.147787 Q: -0.00104578
T: 0.0921957 Q: 1.07979
T: 0.0489529 Q: -0.00143176
T: 0.0193732 Q: -0.000992984
T: 0.00435513 Q: 0.936241
T: 0.00435513 Q: -0.00297096
T: 0.0193732 Q: 1.02499
T: 0.0489529 Q: -0.00439614
T: 0.0921957 Q: 1.16043
T: 0.147787 Q: -0.00678648
T: 0.214039 Q: 1.02308
T: 0.288938 Q: -0.0120637
T: 0.370208 Q: -0.0134413
T: 0.455379 Q: -0.0169946
T: 0.541865 Q: -0.0168714
T: 0.627036 Q: -0.0317012
T: 0.708306 Q: -0.0294169
T: 0.783205 Q: -0.0317145
T: 0.849456 Q: 1.06586
T: 0.905048 Q: -0.023214
T: 0.948291 Q: 1.41378
T: 0.977871 Q: -0.0177878
T: 0.992889 Q: -0.0199808
T: 0.992889 Q: -0.0158894
T: 0.977871 Q: -0.0191717
T: 0.948291 Q: 0.766246
T: 0.905048 Q: 0.771981
T: 0.849456 Q: 1.02743
T: 0.783205 Q: 1.09742
T: 0.708306 Q: -0.00491202
T: 0.627036 Q: -0.00171638
T: 0.541865 Q: 0.97038
Sec_Event 513712 N50: 34
T: 0.140786 Q: -0.00241758
T: 0.0300308 Q: -0.00207447
