Output file: output/wt_090140.root input file:/disk03/lowe10/sk7/sle/lomugd.090140.root
 Id of this manager : 10
InitReadRoot: total = 23122767
RUNINFO found in the rare list
SK geometry setting: 6
***** Dummy rgetvalue was called. (Remote File Access is not supported) *****
==========WT:========== 16057 13904.8 12127.7
0/23122767
Sec_Event 706879 N50: 49
T: -0.513001 Q: -0.0431366
T: -0.602268 Q: -0.0421732
T: -0.687445 Q: 1.36355
T: -0.765945 Q: -0.0285493
T: -0.835382 Q: -0.0196976
T: -0.893646 Q: -0.0158854
T: -0.938968 Q: 2.76116
T: -0.96997 Q: -0.0163177
T: -0.98571 Q: 1.35781
T: -0.98571 Q: -0.0143244
T: -0.96997 Q: -0.0132754
T: -0.938968 Q: -0.0124095
T: -0.893646 Q: 2.67734
T: -0.835382 Q: 4.26977
T: -0.765945 Q: 1.30349
T: -0.687445 Q: -0.0296403
T: -0.602268 Q: -0.0329952
T: -0.513001 Q: 1.39323
T: -0.422358 Q: 1.44243
T: -0.333091 Q: -0.0328324
T: -0.247914 Q: -0.0377171
T: -0.169414 Q: -0.0316283
T: -0.0999769 Q: -0.0377802
T: -0.0417123 Q: -0.0341817
T: 0.00360955 Q: -0.0328779
T: 0.0346115 Q: -0.0407502
T: 0.0503516 Q: -0.0401191
T: 0.0503516 Q: -0.0423738
T: 0.0346115 Q: -0.0476998
T: 0.00360955 Q: -0.0373868
T: -0.0417123 Q: 1.35078
T: -0.0999769 Q: -0.0451209
T: -0.169414 Q: 1.43241
T: -0.247914 Q: 3.27729
T: -0.333091 Q: -0.0418787
T: -0.422358 Q: -0.0432832
Sec_Event 869614 N50: 26
T: 0.625275 Q: -0.000815432
T: 0.570469 Q: -0.000851385
T: 0.518174 Q: 1.0486
T: 0.469979 Q: -0.000859916
T: 0.427348 Q: -0.00324049
T: 0.391576 Q: -0.00163728
T: 0.363751 Q: -0.00389089
T: 0.344717 Q: 1.03203
T: 0.335053 Q: -0.00215976
T: 0.335053 Q: -0.00175511
T: 0.344717 Q: -0.00515673
T: 0.363751 Q: 0.909019
T: 0.391576 Q: -0.00787516
T: 0.427348 Q: 2.78841
T: 0.469979 Q: -0.0188335
T: 0.518174 Q: 1.04703
T: 0.570469 Q: -0.0336605
T: 0.625275 Q: -0.0397325
T: 0.680926 Q: -0.0389962
T: 0.735731 Q: -0.0350238
T: 0.788026 Q: -0.0315695
T: 0.836221 Q: 1.14069
T: 0.878852 Q: 1.16042
T: 0.914624 Q: 1.40617
T: 0.94245 Q: 2.56589
T: 0.961483 Q: 2.63552
T: 0.971147 Q: -0.0188159
T: 0.971147 Q: -0.0139176
T: 0.961483 Q: -0.0185888
T: 0.94245 Q: -0.0258638
T: 0.914624 Q: 1.47605
T: 0.878852 Q: -0.00414676
T: 0.836221 Q: -0.00216751
T: 0.788026 Q: -0.00248147
T: 0.735731 Q: -0.00272585
T: 0.680926 Q: -0.00078992
Sec_Event 1335943 N50: 32
T: 0.219213 Q: -0.00266462
T: 0.112406 Q: -0.00213579
T: 0.0104919 Q: -0.00156342
T: -0.0834325 Q: -0.00250293
T: -0.166513 Q: -0.00206821
T: -0.236227 Q: -0.00354416
T: -0.290454 Q: 2.39614
T: -0.327548 Q: -0.0063254
T: -0.346381 Q: -0.00646741
T: -0.346381 Q: 0.962216
T: -0.327548 Q: -0.00814625
T: -0.290454 Q: -0.0144562
T: -0.236227 Q: -0.0113974
T: -0.166513 Q: -0.0206545
T: -0.0834325 Q: 1.14152
T: 0.0104919 Q: -0.0157052
T: 0.112406 Q: -0.0230353
T: 0.219213 Q: -0.0227458
T: 0.327667 Q: -0.021227
T: 0.434474 Q: 2.26522
T: 0.536388 Q: -0.036501
T: 0.630313 Q: -0.0456519
T: 0.713394 Q: -0.047311
T: 0.783107 Q: -0.0498655
T: 0.837334 Q: -0.0473355
T: 0.874428 Q: -0.0484083
T: 0.893261 Q: 1.94065
T: 0.893261 Q: 0.825322
T: 0.874428 Q: 1.03574
T: 0.837334 Q: 1.01437
T: 0.783107 Q: 1.12387
T: 0.713394 Q: 0.911928
T: 0.630313 Q: -0.00358443
T: 0.536388 Q: -0.00402507
T: 0.434474 Q: -0.00223956
T: 0.327667 Q: -0.00246758
Sec_Event 1652727 N50: 48
T: -0.235266 Q: -0.00946831
