Output file: output/wt_090588.root input file:/disk03/lowe10/sk7/sle/lomugd.090588.root
 Id of this manager : 10
InitReadRoot: total = 3681349
RUNINFO found in the rare list
SK geometry setting: 6
***** Dummy rgetvalue was called. (Remote File Access is not supported) *****
==========WT:========== 0 0 0
0/3681349
Sec_Event 47832 N50: 39
T: 0.152742 Q: -0.0149015
T: 0.0424999 Q: inf
T: -0.0626917 Q: -0.0239851
T: -0.159637 Q: -0.0199267
T: -0.24539 Q: -0.0223852
T: -0.317345 Q: inf
T: -0.373317 Q: -0.0412861
T: -0.411603 Q: inf
T: -0.431042 Q: inf
T: -0.431042 Q: -0.0460922
T: -0.411603 Q: inf
T: -0.373317 Q: inf
T: -0.317345 Q: -0.0551924
T: -0.24539 Q: -0.0472923
T: -0.159637 Q: -0.0463443
T: -0.0626917 Q: inf
T: 0.0424999 Q: -0.0393576
T: 0.152742 Q: -0.0439597
T: 0.264685 Q: inf
T: 0.374927 Q: inf
T: 0.480118 Q: -0.0304407
T: 0.577063 Q: -0.0179677
T: 0.662817 Q: -0.0118257
T: 0.734772 Q: inf
T: 0.790743 Q: inf
T: 0.82903 Q: inf
T: 0.848468 Q: -0.00617801
T: 0.848468 Q: inf
T: 0.82903 Q: inf
T: 0.790743 Q: -0.00853664
T: 0.734772 Q: inf
T: 0.662817 Q: inf
T: 0.577063 Q: -0.0179584
T: 0.480118 Q: -0.0177082
T: 0.374927 Q: -0.0170442
T: 0.264685 Q: inf
Sec_Event 1209684 N50: 43
T: -0.435801 Q: inf
T: -0.53396 Q: -0.067638
T: -0.627621 Q: -0.0678437
T: -0.71394 Q: -0.0728859
T: -0.790293 Q: -0.0586796
T: -0.854361 Q: inf
T: -0.904198 Q: -0.0370693
T: -0.938288 Q: -0.0367003
T: -0.955596 Q: -0.0363191
T: -0.955596 Q: inf
T: -0.938288 Q: -0.0487451
T: -0.904198 Q: -0.0456839
T: -0.854361 Q: inf
T: -0.790293 Q: inf
T: -0.71394 Q: inf
T: -0.627621 Q: -0.00618385
T: -0.53396 Q: -0.0054727
T: -0.435801 Q: -0.005025
T: -0.336129 Q: inf
T: -0.237971 Q: -0.00635613
T: -0.144309 Q: -0.00498306
T: -0.0579905 Q: inf
T: 0.0183629 Q: inf
T: 0.0824311 Q: -0.0104248
T: 0.132267 Q: inf
T: 0.166357 Q: inf
T: 0.183665 Q: -0.0189341
T: 0.183665 Q: inf
T: 0.166357 Q: -0.0288889
T: 0.132267 Q: -0.0316337
T: 0.0824311 Q: inf
T: 0.0183629 Q: inf
T: -0.0579905 Q: -0.0469089
T: -0.144309 Q: -0.0457508
T: -0.237971 Q: -0.0458704
T: -0.336129 Q: -0.0477569
Sec_Event 1647469 N50: 29
T: 0.72535 Q: -0.00790287
T: 0.707694 Q: -0.00806422
T: 0.690848 Q: inf
T: 0.675322 Q: -0.0118052
T: 0.661588 Q: -0.0104751
T: 0.650064 Q: -0.0111409
T: 0.6411 Q: -0.00957377
T: 0.634969 Q: inf
T: 0.631856 Q: -0.0112398
T: 0.631856 Q: -0.0109075
T: 0.634969 Q: inf
T: 0.6411 Q: -0.0166888
T: 0.650064 Q: -0.0101501
T: 0.661588 Q: -0.00904598
T: 0.675322 Q: inf
T: 0.690848 Q: inf
T: 0.707694 Q: -0.00869064
T: 0.72535 Q: -0.0125078
T: 0.743278 Q: -0.00740581
T: 0.760933 Q: -0.0113883
T: 0.77778 Q: -0.00547185
T: 0.793306 Q: inf
T: 0.807039 Q: inf
T: 0.818563 Q: -0.00555931
T: 0.827527 Q: inf
T: 0.833659 Q: inf
T: 0.836772 Q: -0.00562191
T: 0.836772 Q: -0.00700683
T: 0.833659 Q: inf
T: 0.827527 Q: -0.00519181
T: 0.818563 Q: -0.0065837
T: 0.807039 Q: -0.00800933
T: 0.793306 Q: -0.00606806
T: 0.77778 Q: -0.00644983
T: 0.760933 Q: inf
T: 0.743278 Q: -0.00765795
Sec_Event 2183991 N50: 38
T: -0.13251 Q: -0.0175551
T: -0.246796 Q: -0.0185266
T: -0.355848 Q: inf
T: -0.45635 Q: inf
T: -0.545249 Q: -0.00260438
T: -0.619844 Q: inf
T: -0.677869 Q: -0.00156394
T: -0.717561 Q: inf
T: -0.737713 Q: -0.0006963
T: -0.737713 Q: inf
T: -0.717561 Q: inf
