Output file: output/wt_090452.root input file:/disk03/lowe10/sk7/sle/lomugd.090452.root
 Id of this manager : 10
InitReadRoot: total = 20291386
RUNINFO found in the rare list
SK geometry setting: 6
***** Dummy rgetvalue was called. (Remote File Access is not supported) *****
==========WT:========== 13593.4 13938.5 12559.6
0/20291386
Sec_Event 49041 N50: 53
T: -0.507578 Q: 1.47644
T: -0.597561 Q: -0.0307058
T: -0.683423 Q: -0.0206484
T: -0.762553 Q: -0.0148723
T: -0.832548 Q: -0.011352
T: -0.891281 Q: -0.0100769
T: -0.936966 Q: 1.41232
T: -0.968217 Q: 1.50309
T: -0.984084 Q: -0.00732542
T: -0.984084 Q: 1.43914
T: -0.968217 Q: 3.30091
T: -0.936966 Q: -0.0102506
T: -0.891281 Q: -0.0118529
T: -0.832548 Q: 1.39061
T: -0.762553 Q: 1.43975
T: -0.683423 Q: -0.0127152
T: -0.597561 Q: -0.012929
T: -0.507578 Q: -0.0112291
T: -0.416206 Q: -0.0115287
T: -0.326222 Q: 1.54485
T: -0.240361 Q: -0.00941854
T: -0.16123 Q: -0.00774868
T: -0.0912355 Q: -0.00738514
T: -0.0325028 Q: -0.0100293
T: 0.0131831 Q: -0.00936407
T: 0.0444341 Q: -0.0100289
T: 0.0603007 Q: 3.22983
T: 0.0603007 Q: 2.98272
T: 0.0444341 Q: -0.0147
T: 0.0131831 Q: 3.09897
T: -0.0325028 Q: -0.0200284
T: -0.0912355 Q: -0.0223486
T: -0.16123 Q: -0.0198738
T: -0.240361 Q: -0.0231687
T: -0.326222 Q: 1.51428
T: -0.416206 Q: -0.0258158
Sec_Event 49041 N50: 31
T: 0.168123 Q: -0.0125147
T: 0.0585873 Q: 1.36797
T: -0.0459306 Q: 1.21716
T: -0.142255 Q: -0.0155539
T: -0.227458 Q: 2.74478
T: -0.298953 Q: -0.0196224
T: -0.354566 Q: -0.0183783
T: -0.392607 Q: -0.0260155
T: -0.411921 Q: -0.0216716
T: -0.411921 Q: -0.017444
T: -0.392607 Q: -0.0187897
T: -0.354566 Q: -0.0228701
T: -0.298953 Q: -0.0214885
T: -0.227458 Q: 2.44583
T: -0.142255 Q: -0.0262871
T: -0.0459306 Q: -0.026578
T: 0.0585873 Q: -0.0287724
T: 0.168123 Q: -0.0243723
T: 0.279349 Q: -0.0290872
T: 0.388884 Q: 1.25143
T: 0.493402 Q: 4.22042
T: 0.589726 Q: 1.25956
T: 0.67493 Q: -0.0577615
T: 0.746425 Q: -0.0676915
T: 0.802037 Q: 1.15483
T: 0.840079 Q: 2.60684
T: 0.859393 Q: -0.0572938
T: 0.859393 Q: -0.0600432
T: 0.840079 Q: 1.25254
T: 0.802037 Q: -0.0699241
T: 0.746425 Q: -0.0578432
T: 0.67493 Q: -0.0452439
T: 0.589726 Q: -0.0270418
T: 0.493402 Q: -0.0200522
T: 0.388884 Q: -0.0182582
T: 0.279349 Q: -0.0194865
Sec_Event 49041 N50: 39
T: 0.108757 Q: -0.0138369
T: -0.00321929 Q: -0.00635728
T: -0.110066 Q: -0.00817186
T: -0.208537 Q: 1.01548
T: -0.295639 Q: 1.34539
T: -0.368727 Q: 1.07799
T: -0.425579 Q: -0.00940179
T: -0.464468 Q: -0.00824905
T: -0.484212 Q: 1.20188
T: -0.484212 Q: -0.0089151
T: -0.464468 Q: -0.0114664
T: -0.425579 Q: 1.20386
T: -0.368727 Q: -0.00897368
T: -0.295639 Q: -0.00875996
T: -0.208537 Q: -0.00991843
T: -0.110066 Q: 1.04257
T: -0.00321929 Q: -0.00745342
T: 0.108757 Q: -0.0122403
T: 0.222461 Q: -0.00826611
T: 0.334438 Q: 1.22442
T: 0.441285 Q: -0.014137
T: 0.539756 Q: 2.26561
T: 0.626858 Q: -0.0167762
T: 0.699945 Q: 1.11525
T: 0.756797 Q: -0.0427375
T: 0.795687 Q: 0.892454
T: 0.815431 Q: 0.834771
T: 0.815431 Q: -0.0330915
T: 0.795687 Q: -0.030693
T: 0.756797 Q: -0.027833
T: 0.699945 Q: 0.938718
T: 0.626858 Q: -0.016523
T: 0.539756 Q: 1.17648
T: 0.441285 Q: -0.0107189
T: 0.334438 Q: 1.10106
T: 0.222461 Q: -0.00494199
Sec_Event 49041 N50: 47
T: -0.182662 Q: -0.017461
T: -0.295886 Q: 1.24449
