Output file: output/wt_090406.root input file:/disk03/lowe10/sk7/sle/lomugd.090406.root
 Id of this manager : 10
InitReadRoot: total = 2198896
RUNINFO found in the rare list
SK geometry setting: 6
***** Dummy rgetvalue was called. (Remote File Access is not supported) *****
==========WT:========== 15666.2 14745.4 12447.8
0/2198896
Sec_Event 337756 N50: 36
T: 0.666045 Q: 0.969534
T: 0.622652 Q: 1.0482
T: 0.581246 Q: -0.0298352
T: 0.543087 Q: -0.0285439
T: 0.509333 Q: 1.04169
T: 0.48101 Q: -0.0118002
T: 0.458979 Q: -0.012741
T: 0.443909 Q: -0.0100067
T: 0.436257 Q: 1.14967
T: 0.436257 Q: 1.1729
T: 0.443909 Q: -0.0117283
T: 0.458979 Q: -0.00701921
T: 0.48101 Q: -0.00773569
T: 0.509333 Q: 1.04514
T: 0.543087 Q: 1.17491
T: 0.581246 Q: 2.39862
T: 0.622652 Q: -0.00697148
T: 0.666045 Q: 0.936348
T: 0.710107 Q: -0.0133804
T: 0.7535 Q: -0.0159637
T: 0.794906 Q: 1.09907
T: 0.833065 Q: -0.0387743
T: 0.866819 Q: -0.0432322
T: 0.895142 Q: -0.0473987
T: 0.917173 Q: -0.0447923
T: 0.932243 Q: -0.0385257
T: 0.939895 Q: -0.04409
T: 0.939895 Q: -0.0421589
T: 0.932243 Q: 1.21858
T: 0.917173 Q: 1.27265
T: 0.895142 Q: 1.14983
T: 0.866819 Q: 1.11745
T: 0.833065 Q: -0.0478942
T: 0.794906 Q: -0.0516598
T: 0.7535 Q: -0.0507597
T: 0.710107 Q: -0.0534851
Sec_Event 337756 N50: 46
T: -0.183113 Q: -0.0159868
T: -0.296325 Q: 1.02696
T: -0.40435 Q: 1.2025
T: -0.503907 Q: -0.0185915
T: -0.59197 Q: -0.0158663
T: -0.665864 Q: -0.0206659
T: -0.723343 Q: 1.06183
T: -0.762661 Q: -0.0111613
T: -0.782623 Q: -0.00918375
T: -0.782623 Q: 1.1831
T: -0.762661 Q: -0.00999803
T: -0.723343 Q: -0.00877189
T: -0.665864 Q: 1.20645
T: -0.59197 Q: -0.00690082
T: -0.503907 Q: -0.00744556
T: -0.40435 Q: 2.13057
T: -0.296325 Q: -0.00263635
T: -0.183113 Q: -0.0040748
T: -0.0681544 Q: -0.00364466
T: 0.0450574 Q: -0.00521758
T: 0.153083 Q: 1.25142
T: 0.25264 Q: -0.00317041
T: 0.340703 Q: -0.00356883
T: 0.414597 Q: -0.00914491
T: 0.472076 Q: -0.00753358
T: 0.511394 Q: -0.00890103
T: 0.531356 Q: -0.0128673
T: 0.531356 Q: 2.45069
T: 0.511394 Q: 1.01336
T: 0.472076 Q: 2.06715
T: 0.414597 Q: 1.1375
T: 0.340703 Q: 2.34838
T: 0.25264 Q: -0.0137868
T: 0.153083 Q: -0.0148768
T: 0.0450574 Q: 1.31425
T: -0.0681544 Q: 1.26447
Sec_Event 583377 N50: 25
T: -0.717833 Q: -0.0185883
T: -0.757357 Q: 0.908407
T: -0.79507 Q: -0.0183591
T: -0.829827 Q: -0.0176892
T: -0.86057 Q: -0.0244111
T: -0.886368 Q: -0.0229664
T: -0.906434 Q: -0.0240952
T: -0.920161 Q: -0.0222307
T: -0.92713 Q: -0.0268897
T: -0.92713 Q: 1.21326
T: -0.920161 Q: 1.19376
T: -0.906434 Q: -0.02602
T: -0.886368 Q: -0.0281323
T: -0.86057 Q: 1.21468
T: -0.829827 Q: 2.31272
T: -0.79507 Q: -0.0456199
T: -0.757357 Q: -0.0456821
T: -0.717833 Q: -0.0431597
T: -0.6777 Q: -0.0427236
T: -0.638176 Q: -0.0440267
T: -0.600463 Q: -0.0444028
T: -0.565707 Q: 1.4342
T: -0.534963 Q: 1.2861
T: -0.509166 Q: -0.0447437
T: -0.489099 Q: -0.045865
T: -0.475373 Q: -0.0300432
T: -0.468404 Q: -0.0347402
T: -0.468404 Q: -0.025059
T: -0.475373 Q: -0.0275252
T: -0.489099 Q: -0.0232304
T: -0.509166 Q: 1.2853
T: -0.534963 Q: -0.0235556
T: -0.565707 Q: 1.15416
T: -0.600463 Q: -0.0217797
T: -0.638176 Q: -0.0193783
T: -0.6777 Q: -0.0154535
Sec_Event 1101066 N50: 40
Sec_Event 1753672 N50: 25
T: 0.721766 Q: -0.0294515
