Output file: output/wt_090227.root input file:/disk03/lowe10/sk7/sle/lomugd.090227.root
 Id of this manager : 10
InitReadRoot: total = 20356846
RUNINFO found in the rare list
SK geometry setting: 6
***** Dummy rgetvalue was called. (Remote File Access is not supported) *****
==========WT:========== 15497.9 13988.2 12426.2
0/20356846
Sec_Event 1433403 N50: 29
T: 0.715198 Q: 0.838157
T: 0.691539 Q: -0.0309571
T: 0.668964 Q: -0.0267114
T: 0.648159 Q: -0.0328508
T: 0.629756 Q: -0.0347233
T: 0.614313 Q: -0.0386649
T: 0.602302 Q: -0.0437655
T: 0.594085 Q: -0.0433706
T: 0.589913 Q: -0.0470396
T: 0.589913 Q: -0.0502927
T: 0.594085 Q: 0.891254
T: 0.602302 Q: -0.0466259
T: 0.614313 Q: -0.0446217
T: 0.629756 Q: -0.0446149
T: 0.648159 Q: 1.05647
T: 0.668964 Q: -0.0345933
T: 0.691539 Q: -0.0251338
T: 0.715198 Q: -0.022538
T: 0.739222 Q: -0.0217499
T: 0.762881 Q: -0.014374
T: 0.785456 Q: -0.012559
T: 0.806262 Q: -0.00691862
T: 0.824665 Q: -0.00525739
T: 0.840107 Q: -0.00929728
T: 0.852119 Q: 0.787041
T: 0.860336 Q: -0.00203117
T: 0.864508 Q: -0.00158348
T: 0.864508 Q: 0.828961
T: 0.860336 Q: -0.00195366
T: 0.852119 Q: -0.0021625
T: 0.840107 Q: -0.00276335
T: 0.824665 Q: -0.00535771
T: 0.806262 Q: 0.657815
T: 0.785456 Q: 0.761712
T: 0.762881 Q: -0.0132653
T: 0.739222 Q: 0.644462
Sec_Event 1611237 N50: 29
T: 0.470381 Q: -0.00242215
T: 0.387216 Q: -0.00268417
T: 0.307861 Q: -0.00307151
T: 0.234727 Q: -0.00276791
T: 0.170036 Q: -0.00277364
T: 0.115754 Q: -0.00374254
T: 0.0735301 Q: -0.00470199
T: 0.0446473 Q: -0.0058698
T: 0.0299831 Q: -0.00661041
T: 0.0299831 Q: -0.0090547
T: 0.0446473 Q: -0.00791259
T: 0.0735301 Q: 0.888489
T: 0.115754 Q: -0.012921
T: 0.170036 Q: 2.12175
T: 0.234727 Q: 1.0145
T: 0.307861 Q: -0.0205616
T: 0.387216 Q: -0.0257788
T: 0.470381 Q: 1.15305
T: 0.554828 Q: -0.036506
T: 0.637993 Q: -0.0588025
T: 0.717348 Q: -0.0494973
T: 0.790482 Q: -0.0435995
T: 0.855173 Q: -0.0362217
T: 0.909455 Q: 1.06557
T: 0.951679 Q: 0.98123
T: 0.980562 Q: 1.08472
T: 0.995226 Q: -0.0226219
T: 0.995226 Q: 1.04924
T: 0.980562 Q: -0.028071
T: 0.951679 Q: 0.814992
T: 0.909455 Q: 0.823716
T: 0.855173 Q: 0.93187
T: 0.790482 Q: -0.00936902
T: 0.717348 Q: 2.05206
T: 0.637993 Q: -0.00573713
T: 0.554828 Q: 3.29471
Sec_Event 1786210 N50: 31
T: -0.123569 Q: -0.00681261
T: -0.237987 Q: -0.00655162
T: -0.347164 Q: -0.0149721
T: -0.447782 Q: -0.0102221
T: -0.536784 Q: 1.02779
T: -0.611465 Q: -0.0148147
T: -0.669557 Q: 1.07543
T: -0.709294 Q: 0.999223
T: -0.729469 Q: 1.29134
T: -0.729469 Q: -0.0449378
T: -0.709294 Q: -0.0375472
T: -0.669557 Q: -0.0352315
T: -0.611465 Q: -0.0305605
T: -0.536784 Q: -0.0246889
T: -0.447782 Q: -0.0187528
T: -0.347164 Q: 1.03505
T: -0.237987 Q: -0.0211029
T: -0.123569 Q: 1.01704
T: -0.00738541 Q: -0.0154841
T: 0.107033 Q: -0.0165283
T: 0.21621 Q: 1.08086
T: 0.316828 Q: -0.0158897
T: 0.405829 Q: -0.0156363
T: 0.480511 Q: -0.0146179
T: 0.538603 Q: -0.0149614
T: 0.57834 Q: -0.0111699
T: 0.598515 Q: -0.0195029
T: 0.598515 Q: -0.0134633
T: 0.57834 Q: -0.0107913
T: 0.538603 Q: -0.00995876
T: 0.480511 Q: -0.0128907
T: 0.405829 Q: 1.22359
T: 0.316828 Q: -0.00947433
T: 0.21621 Q: -0.010229
T: 0.107033 Q: -0.00523544
T: -0.00738541 Q: 1.16357
Sec_Event 2490742 N50: 43
T: -0.449205 Q: 0.862829
T: -0.546006 Q: 1.03439
