Output file: output/wt_090534.root input file:/disk03/lowe10/sk7/sle/lomugd.090534.root
 Id of this manager : 10
InitReadRoot: total = 22004504
RUNINFO found in the rare list
SK geometry setting: 6
***** Dummy rgetvalue was called. (Remote File Access is not supported) *****
==========WT:========== 0 0 12132.7
0/22004504
Sec_Event 585536 N50: 30
T: -0.197905 Q: -0.00361284
T: -0.310694 Q: -0.00373806
T: -0.418317 Q: -0.00694828
T: -0.517502 Q: inf
T: -0.605237 Q: inf
T: -0.678855 Q: inf
T: -0.736119 Q: -0.025478
T: -0.775291 Q: -0.0471785
T: -0.795179 Q: -0.0669322
T: -0.795179 Q: inf
T: -0.775291 Q: inf
T: -0.736119 Q: inf
T: -0.678855 Q: -0.0812608
T: -0.605237 Q: -0.0826759
T: -0.517502 Q: inf
T: -0.418317 Q: -0.0584469
T: -0.310694 Q: inf
T: -0.197905 Q: -0.043982
T: -0.0833755 Q: -0.05466
T: 0.029414 Q: -0.0378559
T: 0.137036 Q: -0.0486508
T: 0.236222 Q: -0.0264806
T: 0.323956 Q: -0.017901
T: 0.397574 Q: -0.0129723
T: 0.454839 Q: inf
T: 0.494011 Q: -0.00544184
T: 0.513898 Q: -0.00559652
T: 0.513898 Q: inf
T: 0.494011 Q: -0.00561803
T: 0.454839 Q: -0.00884772
T: 0.397574 Q: -0.00596955
T: 0.323956 Q: -0.00875041
T: 0.236222 Q: -0.00391277
T: 0.137036 Q: inf
T: 0.029414 Q: -0.00420507
T: -0.0833755 Q: -0.00680992
Sec_Event 952860 N50: 49
T: -0.362513 Q: -0.0295427
T: -0.466943 Q: -0.0332573
T: -0.566589 Q: inf
T: -0.658423 Q: inf
T: -0.739655 Q: -0.0565736
T: -0.807817 Q: inf
T: -0.860838 Q: -0.0645669
T: -0.897106 Q: -0.0672512
T: -0.91552 Q: inf
T: -0.91552 Q: -0.0481398
T: -0.897106 Q: -0.0562816
T: -0.860838 Q: -0.0363979
T: -0.807817 Q: inf
T: -0.739655 Q: inf
T: -0.658423 Q: -0.0137167
T: -0.566589 Q: inf
T: -0.466943 Q: inf
T: -0.362513 Q: inf
T: -0.256472 Q: inf
T: -0.152043 Q: -0.00461785
T: -0.0523967 Q: -0.0185182
T: 0.0394375 Q: inf
T: 0.12067 Q: -0.00534142
T: 0.188831 Q: inf
T: 0.241852 Q: inf
T: 0.27812 Q: -0.00765868
T: 0.296534 Q: inf
T: 0.296534 Q: -0.00993739
T: 0.27812 Q: -0.0118735
T: 0.241852 Q: -0.0115436
T: 0.188831 Q: inf
T: 0.12067 Q: -0.0137124
T: 0.0394375 Q: -0.0175815
T: -0.0523967 Q: -0.0161541
T: -0.152043 Q: inf
T: -0.256472 Q: -0.0245794
Sec_Event 1004399 N50: 54
T: -0.223865 Q: inf
T: -0.335791 Q: inf
T: -0.44259 Q: inf
T: -0.541016 Q: -0.000610718
T: -0.628079 Q: -0.00550767
T: -0.701133 Q: inf
T: -0.757959 Q: -0.00351137
T: -0.796831 Q: inf
T: -0.816566 Q: -0.0109632
T: -0.816566 Q: inf
T: -0.796831 Q: -0.0337914
T: -0.757959 Q: -0.0339891
T: -0.701133 Q: inf
T: -0.628079 Q: -0.0427119
T: -0.541016 Q: inf
T: -0.44259 Q: inf
T: -0.335791 Q: inf
T: -0.223865 Q: inf
T: -0.110213 Q: inf
T: 0.00171307 Q: inf
T: 0.108512 Q: -0.0216752
T: 0.206937 Q: -0.0181016
T: 0.294 Q: -0.0141018
T: 0.367055 Q: inf
T: 0.423881 Q: inf
T: 0.462753 Q: -0.010608
T: 0.482488 Q: inf
T: 0.482488 Q: -0.00421327
T: 0.462753 Q: inf
T: 0.423881 Q: -0.00101955
T: 0.367055 Q: -0.00084131
T: 0.294 Q: -0.0009675
T: 0.206937 Q: inf
T: 0.108512 Q: inf
T: 0.00171307 Q: inf
T: -0.110213 Q: -0.000314978
Sec_Event 1108792 N50: 30
T: 0.179959 Q: -0.00655717
T: 0.0710024 Q: -0.00771769
T: -0.0329627 Q: inf
T: -0.128777 Q: -0.0038053
T: -0.213531 Q: inf
T: -0.284647 Q: inf
T: -0.339966 Q: -0.0106571
T: -0.377806 Q: -0.00931305
T: -0.397018 Q: inf
T: -0.397018 Q: inf
T: -0.377806 Q: -0.0144371
T: -0.339966 Q: inf
