Output file: output/wt_090391.root input file:/disk03/lowe10/sk7/sle/lomugd.090391.root
 Id of this manager : 10
InitReadRoot: total = 3615400
RUNINFO found in the rare list
SK geometry setting: 6
***** Dummy rgetvalue was called. (Remote File Access is not supported) *****
==========WT:========== 18526.1 14520.4 12430.2
0/3615400
Sec_Event 457511 N50: 36
T: -0.632778 Q: 1.11236
T: -0.700937 Q: -0.000535317
T: -0.765973 Q: 1.0905
T: -0.825911 Q: 0.80983
T: -0.87893 Q: -0.0026111
T: -0.923417 Q: 1.63024
T: -0.958022 Q: 0.696588
T: -0.981694 Q: -0.0582788
T: -0.993712 Q: 1.19342
T: -0.993712 Q: 1.03028
T: -0.981694 Q: 1.12671
T: -0.958022 Q: -0.0326845
T: -0.923417 Q: -0.0392568
T: -0.87893 Q: 1.16771
T: -0.825911 Q: -0.0505264
T: -0.765973 Q: 1.19496
T: -0.700937 Q: 0.81845
T: -0.632778 Q: 0.900159
T: -0.563568 Q: -0.032222
T: -0.495409 Q: -0.0268973
T: -0.430372 Q: -0.0259573
T: -0.370434 Q: -0.0243164
T: -0.317416 Q: -0.0144988
T: -0.272929 Q: 0.794121
T: -0.238323 Q: 0.79109
T: -0.214652 Q: 0.857992
T: -0.202634 Q: -0.00169394
T: -0.202634 Q: -0.00146437
T: -0.214652 Q: 0.842261
T: -0.238323 Q: 1.87883
T: -0.272929 Q: -0.00215282
T: -0.317416 Q: 0.836192
T: -0.370434 Q: -0.000614322
T: -0.430372 Q: -0.000286808
T: -0.495409 Q: -0.00178569
T: -0.563568 Q: -0.000552555
Sec_Event 474445 N50: 36
T: 0.223762 Q: -0.00142985
T: 0.117227 Q: -0.00146091
T: 0.0155734 Q: 1.96913
T: -0.0781115 Q: 2.45172
T: -0.160981 Q: -0.00233244
T: -0.230516 Q: 1.07106
T: -0.284605 Q: -0.000696154
T: -0.321604 Q: 1.22704
T: -0.340389 Q: 2.30595
T: -0.340389 Q: -0.000869655
T: -0.321604 Q: -0.0013903
T: -0.284605 Q: -0.000518098
T: -0.230516 Q: -0.00107875
T: -0.160981 Q: -0.000675298
T: -0.0781115 Q: 1.12499
T: 0.0155734 Q: 0.999499
T: 0.117227 Q: -0.0011375
T: 0.223762 Q: -0.00147678
T: 0.33194 Q: -0.00108782
T: 0.438475 Q: -0.0041951
T: 0.540129 Q: -0.00349099
T: 0.633814 Q: -0.00194345
T: 0.716683 Q: -0.00400929
T: 0.786218 Q: 1.14008
T: 0.840307 Q: -0.00583631
T: 0.877306 Q: 0.727627
T: 0.896091 Q: -0.0119783
T: 0.896091 Q: 0.986067
T: 0.877306 Q: 1.50911
T: 0.840307 Q: -0.0114012
T: 0.786218 Q: 1.78265
T: 0.716683 Q: 0.910669
T: 0.633814 Q: -0.00351577
T: 0.540129 Q: -0.00237498
T: 0.438475 Q: 1.27664
T: 0.33194 Q: 2.45936
Sec_Event 771574 N50: 25
T: -0.656304 Q: -0.030678
T: -0.718514 Q: 1.06729
T: -0.777874 Q: -0.0268572
T: -0.83258 Q: 1.05987
T: -0.880971 Q: -0.0223242
T: -0.921575 Q: -0.0161245
T: -0.95316 Q: -0.0142689
T: -0.974766 Q: -0.0126309
T: -0.985735 Q: 1.27455
T: -0.985735 Q: -0.0117038
T: -0.974766 Q: -0.0128116
T: -0.95316 Q: 1.06806
T: -0.921575 Q: 0.74434
T: -0.880971 Q: -0.00785546
T: -0.83258 Q: -0.00411502
T: -0.777874 Q: -0.00349696
T: -0.718514 Q: -0.00216297
T: -0.656304 Q: -0.0029116
T: -0.593134 Q: -0.00147892
T: -0.530924 Q: 1.15064
T: -0.471564 Q: -0.000843058
T: -0.416858 Q: 1.17881
T: -0.368467 Q: 1.95955
T: -0.327863 Q: -0.00106563
T: -0.296278 Q: -0.0014654
T: -0.274673 Q: -0.00225638
T: -0.263703 Q: -0.00360067
T: -0.263703 Q: -0.00165348
T: -0.274673 Q: -0.00447657
T: -0.296278 Q: 0.906853
T: -0.327863 Q: -0.00529733
T: -0.368467 Q: 0.870786
T: -0.416858 Q: -0.0225715
T: -0.471564 Q: -0.0175897
T: -0.530924 Q: -0.0225232
T: -0.593134 Q: -0.0287736
Sec_Event 2079323 N50: 36
T: 0.741878 Q: -0.0112345
T: 0.739657 Q: -0.0142148
T: 0.737538 Q: 0.976938
