Output file: output/wt_090450.root input file:/disk03/lowe10/sk7/sle/lomugd.090450.root
 Id of this manager : 10
InitReadRoot: total = 20294234
RUNINFO found in the rare list
SK geometry setting: 6
***** Dummy rgetvalue was called. (Remote File Access is not supported) *****
==========WT:========== 14230.7 14004.1 12667.2
0/20294234
Sec_Event 961465 N50: 40
T: 0.619494 Q: -0.0137626
T: 0.563271 Q: 1.0997
T: 0.509624 Q: -0.00299823
T: 0.460182 Q: 1.15455
T: 0.416449 Q: 1.2207
T: 0.379752 Q: 0.980254
T: 0.351207 Q: -0.00107655
T: 0.331681 Q: 1.10297
T: 0.321768 Q: 2.67715
T: 0.321768 Q: 1.22139
T: 0.331681 Q: -0.000301065
T: 0.351207 Q: 1.50398
T: 0.379752 Q: 2.32032
T: 0.416449 Q: -0.000878016
T: 0.460182 Q: -0.00106769
T: 0.509624 Q: 0.854794
T: 0.563271 Q: 0.891002
T: 0.619494 Q: 0.924954
T: 0.676584 Q: 1.0944
T: 0.732806 Q: 0.742475
T: 0.786453 Q: 0.748397
T: 0.835895 Q: -0.00931424
T: 0.879628 Q: -0.00722668
T: 0.916325 Q: 0.981018
T: 0.94487 Q: -0.0102124
T: 0.964396 Q: -0.00479085
T: 0.97431 Q: -0.00930153
T: 0.97431 Q: 1.25774
T: 0.964396 Q: -0.00529844
T: 0.94487 Q: -0.00746975
T: 0.916325 Q: -0.00524848
T: 0.879628 Q: 0.91796
T: 0.835895 Q: -0.00820747
T: 0.786453 Q: 0.993002
T: 0.732806 Q: -0.0144387
T: 0.676584 Q: 0.954995
Sec_Event 1701589 N50: 46
T: -0.172215 Q: -0.00844366
T: -0.285707 Q: 1.2273
T: -0.393999 Q: -0.013212
T: -0.493801 Q: 2.40936
T: -0.582082 Q: 2.06965
T: -0.656158 Q: -0.0142
T: -0.713779 Q: -0.0131823
T: -0.753194 Q: -0.0118428
T: -0.773206 Q: 1.13797
T: -0.773206 Q: 1.02338
T: -0.753194 Q: 1.05325
T: -0.713779 Q: -0.00529357
T: -0.656158 Q: -0.00471864
T: -0.582082 Q: -0.00276434
T: -0.493801 Q: -0.00171688
T: -0.393999 Q: -0.00149536
T: -0.285707 Q: 1.23562
T: -0.172215 Q: 1.18234
T: -0.0569732 Q: -0.00150204
T: 0.0565181 Q: -0.00177689
T: 0.16481 Q: 1.10259
T: 0.264613 Q: -0.00155633
T: 0.352893 Q: -0.00140703
T: 0.42697 Q: -0.00200272
T: 0.484591 Q: -0.0024195
T: 0.524006 Q: 1.15928
T: 0.544017 Q: -0.00290045
T: 0.544017 Q: 0.945891
T: 0.524006 Q: -0.00889015
T: 0.484591 Q: -0.00849422
T: 0.42697 Q: -0.0105204
T: 0.352893 Q: -0.00863125
T: 0.264613 Q: -0.0120235
T: 0.16481 Q: 3.73984
T: 0.0565181 Q: -0.00832156
T: -0.0569732 Q: -0.00773917
Sec_Event 1701589 N50: 39
T: -0.161929 Q: -0.0563654
T: -0.27566 Q: -0.0475864
T: -0.384181 Q: -0.0558415
T: -0.484194 Q: -0.0541337
T: -0.57266 Q: -0.0392427
T: -0.646893 Q: -0.0270817
T: -0.704636 Q: 1.3136
T: -0.744134 Q: -0.0219377
T: -0.764188 Q: -0.0188516
T: -0.764188 Q: 1.4304
T: -0.744134 Q: 3.00728
T: -0.704636 Q: 1.31811
T: -0.646893 Q: 1.27213
T: -0.57266 Q: 1.17981
T: -0.484194 Q: -0.00941534
T: -0.384181 Q: -0.00981348
T: -0.27566 Q: -0.00535301
T: -0.161929 Q: -0.00784755
T: -0.0464441 Q: -0.00450472
T: 0.0672867 Q: -0.00568947
T: 0.175807 Q: -0.00539182
T: 0.27582 Q: -0.007306
T: 0.364287 Q: 1.61433
T: 0.43852 Q: 1.31406
T: 0.496262 Q: 1.37576
T: 0.53576 Q: 1.1415
T: 0.555814 Q: -0.0463321
T: 0.555814 Q: 1.46287
T: 0.53576 Q: -0.0591493
T: 0.496262 Q: 1.57304
T: 0.43852 Q: -0.0511866
T: 0.364287 Q: -0.0517316
T: 0.27582 Q: 1.72783
T: 0.175807 Q: 3.30714
T: 0.0672867 Q: 1.67816
T: -0.0464441 Q: -0.0505975
Sec_Event 1701589 N50: 48
T: 0.50071 Q: 0.984252
T: 0.421913 Q: -0.00192412
T: 0.346726 Q: 1.11873
