Output file: output/wt_090518.root input file:/disk03/lowe10/sk7/sle/lomugd.090518.root
 Id of this manager : 10
InitReadRoot: total = 497074
RUNINFO found in the rare list
SK geometry setting: 6
***** Dummy rgetvalue was called. (Remote File Access is not supported) *****
==========WT:========== 0 0 12344.1
0/497074
Sec_Event 7398 N50: 27
T: -0.523094 Q: inf
T: -0.610984 Q: -0.0190413
T: -0.694847 Q: -0.0178622
T: -0.772136 Q: -0.00858808
T: -0.840502 Q: -0.00607987
T: -0.897868 Q: -0.00482475
T: -0.94249 Q: -0.00305853
T: -0.973014 Q: -0.0040315
T: -0.988511 Q: inf
T: -0.988511 Q: -0.00439831
T: -0.973014 Q: -0.00335852
T: -0.94249 Q: inf
T: -0.897868 Q: inf
T: -0.840502 Q: -0.00557381
T: -0.772136 Q: -0.00601643
T: -0.694847 Q: -0.00697014
T: -0.610984 Q: inf
T: -0.523094 Q: -0.00434891
T: -0.433849 Q: inf
T: -0.345959 Q: -0.00898551
T: -0.262096 Q: -0.0030297
T: -0.184807 Q: -0.00344356
T: -0.116441 Q: -0.00392538
T: -0.0590754 Q: -0.0054231
T: -0.0144527 Q: -0.00415255
T: 0.0160711 Q: -0.00431531
T: 0.0315684 Q: -0.00713814
T: 0.0315684 Q: -0.00639501
T: 0.0160711 Q: inf
T: -0.0144527 Q: inf
T: -0.0590754 Q: -0.0163135
T: -0.116441 Q: inf
T: -0.184807 Q: -0.0188863
T: -0.262096 Q: inf
T: -0.345959 Q: -0.0187707
T: -0.433849 Q: -0.0215887
Sec_Event 113325 N50: 43
T: -0.720386 Q: -0.0204748
T: -0.758504 Q: inf
T: -0.794875 Q: -0.0135764
T: -0.828395 Q: -0.0156968
T: -0.858045 Q: -0.0139464
T: -0.882925 Q: inf
T: -0.902278 Q: -0.0128486
T: -0.915516 Q: inf
T: -0.922237 Q: -0.0107864
T: -0.922237 Q: inf
T: -0.915516 Q: -0.00815114
T: -0.902278 Q: -0.00755016
T: -0.882925 Q: inf
T: -0.858045 Q: -0.00623977
T: -0.828395 Q: inf
T: -0.794875 Q: -0.00879648
T: -0.758504 Q: inf
T: -0.720386 Q: -0.00774085
T: -0.681681 Q: -0.0092512
T: -0.643563 Q: inf
T: -0.607192 Q: -0.0124048
T: -0.573672 Q: inf
T: -0.544021 Q: inf
T: -0.519142 Q: inf
T: -0.499789 Q: inf
T: -0.486551 Q: -0.0388841
T: -0.47983 Q: inf
T: -0.47983 Q: -0.0286787
T: -0.486551 Q: -0.0293771
T: -0.499789 Q: inf
T: -0.519142 Q: -0.0359548
T: -0.544021 Q: -0.0398872
T: -0.573672 Q: -0.035638
T: -0.607192 Q: inf
T: -0.643563 Q: -0.0324452
T: -0.681681 Q: inf
Sec_Event 1819691 N50: 47
T: -0.625719 Q: -0.026188
T: -0.695501 Q: inf
T: -0.762085 Q: inf
T: -0.82345 Q: inf
T: -0.877731 Q: -0.0512129
T: -0.923277 Q: inf
T: -0.958706 Q: -0.0267691
T: -0.982941 Q: -0.0303026
T: -0.995245 Q: -0.0285291
T: -0.995245 Q: inf
T: -0.982941 Q: inf
T: -0.958706 Q: -0.0373129
T: -0.923277 Q: inf
T: -0.877731 Q: inf
T: -0.82345 Q: inf
T: -0.762085 Q: -0.00109107
T: -0.695501 Q: inf
T: -0.625719 Q: -0.0010696
T: -0.554862 Q: -0.000339478
T: -0.48508 Q: inf
T: -0.418496 Q: inf
T: -0.357131 Q: inf
T: -0.302851 Q: inf
T: -0.257304 Q: -0.000423802
T: -0.221875 Q: -0.00104462
T: -0.19764 Q: -0.000278249
T: -0.185336 Q: -0.000580519
T: -0.185336 Q: -0.00103455
T: -0.19764 Q: -0.000832392
T: -0.221875 Q: -0.00111156
T: -0.257304 Q: inf
T: -0.302851 Q: -0.00366894
T: -0.357131 Q: -0.00435359
T: -0.418496 Q: -0.00739145
T: -0.48508 Q: inf
T: -0.554862 Q: -0.0155403
Sec_Event 1819691 N50: 26
T: 0.450311 Q: -0.000949158
T: 0.364483 Q: inf
T: 0.282586 Q: inf
T: 0.20711 Q: inf
T: 0.140348 Q: -0.00210318
T: 0.0843274 Q: -0.00154996
T: 0.0407513 Q: -0.00227169
T: 0.0109435 Q: -0.00654006
T: -0.00419031 Q: inf
T: -0.00419031 Q: -0.00948914
