Output file: output/wt_090175.root input file:/disk03/lowe10/sk7/sle/lomugd.090175.root
 Id of this manager : 10
InitReadRoot: total = 21426825
RUNINFO found in the rare list
SK geometry setting: 6
***** Dummy rgetvalue was called. (Remote File Access is not supported) *****
==========WT:========== 12451 15293 12349.5
0/21426825
Sec_Event 709723 N50: 47
T: 0.506349 Q: -0.000279324
T: 0.428413 Q: -0.000538886
T: 0.354048 Q: -0.000288982
T: 0.285513 Q: 1.09629
T: 0.22489 Q: -0.00032427
T: 0.174021 Q: -0.000773557
T: 0.134452 Q: -0.00171587
T: 0.107385 Q: -0.000672084
T: 0.0936433 Q: -0.00120806
T: 0.0936433 Q: -0.00512866
T: 0.107385 Q: 1.04891
T: 0.134452 Q: -0.00331002
T: 0.174021 Q: -0.00396484
T: 0.22489 Q: 1.10941
T: 0.285513 Q: -0.00810049
T: 0.354048 Q: 0.887994
T: 0.428413 Q: 1.09656
T: 0.506349 Q: -0.00513326
T: 0.585487 Q: 1.31104
T: 0.663422 Q: -0.00172574
T: 0.737787 Q: 1.27338
T: 0.806323 Q: -0.000912011
T: 0.866946 Q: 1.16905
T: 0.917814 Q: 1.52089
T: 0.957383 Q: 1.46494
T: 0.98445 Q: 1.76471
T: 0.998192 Q: 1.20903
T: 0.998192 Q: 1.38763
T: 0.98445 Q: -0.00113769
T: 0.917814 Q: 1.50912
T: 0.866946 Q: 1.36979
T: 0.806323 Q: 0.943452
T: 0.737787 Q: -0.0012004
T: 0.663422 Q: -0.00150333
T: 0.585487 Q: -0.000258957
Sec_Event 2324990 N50: 36
T: -0.454102 Q: -0.00619334
T: -0.550388 Q: -0.00402881
T: -0.642264 Q: -0.00316872
T: -0.726938 Q: -0.00184801
T: -0.801835 Q: -0.000903681
T: -0.864682 Q: -0.000934358
T: -0.913568 Q: -0.000853914
T: -0.947008 Q: -0.000903277
T: -0.963986 Q: -0.000965921
T: -0.963986 Q: -0.00165378
T: -0.947008 Q: 1.25614
T: -0.913568 Q: 2.8224
T: -0.864682 Q: 2.69894
T: -0.801835 Q: 1.1255
T: -0.726938 Q: -0.00132465
T: -0.642264 Q: -0.000977999
T: -0.454102 Q: -0.000621237
T: -0.356329 Q: -0.000434592
T: -0.260043 Q: 1.38906
T: -0.168167 Q: -0.000739454
T: -0.00859567 Q: 1.43852
T: 0.0542511 Q: -0.000320014
T: 0.103137 Q: -0.000704462
T: 0.136577 Q: -0.000635573
T: 0.153555 Q: -0.000573219
T: 0.153555 Q: -0.00327946
T: 0.136577 Q: -0.00231168
T: 0.103137 Q: -0.00324103
T: 0.0542511 Q: -0.00199522
T: -0.00859567 Q: -0.00323956
T: -0.0834935 Q: -0.00386599
T: -0.168167 Q: 1.04133
T: -0.260043 Q: -0.00652681
T: -0.356329 Q: -0.00747097
Sec_Event 2664065 N50: 34
T: -0.411718 Q: -0.0218333
T: -0.512143 Q: -0.0231844
T: -0.607967 Q: 2.46803
T: -0.696279 Q: -0.0383983
T: -0.774396 Q: -0.0433186
T: -0.839944 Q: -0.0376299
T: -0.890931 Q: 1.33414
T: -0.925808 Q: -0.0292139
T: -0.943516 Q: -0.0290496
T: -0.943516 Q: -0.0299612
T: -0.925808 Q: -0.0299297
T: -0.890931 Q: -0.0328345
T: -0.839944 Q: -0.0443235
T: -0.774396 Q: -0.0523986
T: -0.696279 Q: -0.0535134
T: -0.607967 Q: -0.0560889
T: -0.512143 Q: -0.0495386
T: -0.411718 Q: -0.0374809
T: -0.309743 Q: 1.2454
T: -0.209318 Q: -0.0326079
T: -0.113494 Q: -0.036744
T: -0.0251814 Q: 1.46547
T: 0.0529354 Q: -0.0268925
T: 0.118483 Q: -0.041382
T: 0.16947 Q: -0.0423442
T: 0.204348 Q: -0.0392612
T: 0.222055 Q: 1.1421
T: 0.222055 Q: -0.0354706
T: 0.204348 Q: -0.02854
T: 0.16947 Q: 1.0967
T: 0.118483 Q: 1.2061
T: 0.0529354 Q: -0.0232833
T: -0.0251814 Q: 1.13631
T: -0.113494 Q: -0.0229572
T: -0.209318 Q: -0.0174291
T: -0.309743 Q: -0.0190237
Sec_Event 2664065 N50: 35
T: 0.504661 Q: -0.00351026
T: 0.426466 Q: -0.00376819
T: 0.351854 Q: 1.05997
T: 0.28309 Q: -0.00320073
T: 0.222265 Q: -0.00230371
