Output file: output/wt_090134.root input file:/disk03/lowe10/sk7/sle/lomugd.090134.root
 Id of this manager : 10
InitReadRoot: total = 23705274
RUNINFO found in the rare list
SK geometry setting: 6
***** Dummy rgetvalue was called. (Remote File Access is not supported) *****
==========WT:========== 13829.3 13439.7 12110.4
0/23705274
Sec_Event 102612 N50: 27
T: -0.639474 Q: 1.31044
T: -0.70603 Q: -0.0531632
T: -0.769536 Q: -0.0421988
T: -0.828064 Q: -0.0447462
T: -0.879835 Q: -0.0314835
T: -0.923276 Q: -0.0284893
T: -0.957067 Q: 2.1198
T: -0.980182 Q: 1.3536
T: -0.991917 Q: -0.0260481
T: -0.991917 Q: -0.0291406
T: -0.980182 Q: -0.025895
T: -0.957067 Q: -0.0215783
T: -0.923276 Q: -0.0188492
T: -0.879835 Q: -0.0196262
T: -0.828064 Q: -0.0214354
T: -0.769536 Q: -0.0133153
T: -0.70603 Q: 1.17555
T: -0.639474 Q: -0.0153788
T: -0.571892 Q: 1.01324
T: -0.505337 Q: -0.0179763
T: -0.44183 Q: -0.0167496
T: -0.383302 Q: 1.01584
T: -0.331531 Q: 2.18411
T: -0.28809 Q: -0.0256251
T: -0.254299 Q: -0.0321106
T: -0.231185 Q: -0.038274
T: -0.219449 Q: -0.0387105
T: -0.219449 Q: -0.0438048
T: -0.231185 Q: 1.29191
T: -0.254299 Q: -0.0573215
T: -0.28809 Q: -0.0647279
T: -0.331531 Q: -0.0579819
T: -0.383302 Q: 1.24774
T: -0.44183 Q: -0.0586639
T: -0.505337 Q: -0.06603
T: -0.571892 Q: -0.0688643
Sec_Event 102612 N50: 26
T: -0.212609 Q: 0.839732
T: -0.324929 Q: -0.0145787
T: -0.432103 Q: -0.0137502
T: -0.530875 Q: 0.894013
T: -0.618245 Q: -0.0314647
T: -0.691556 Q: 3.22854
T: -0.748582 Q: -0.0490623
T: -0.78759 Q: -0.0396956
T: -0.807395 Q: -0.0441783
T: -0.807395 Q: -0.041966
T: -0.78759 Q: -0.045586
T: -0.748582 Q: -0.0522078
T: -0.691556 Q: -0.0624513
T: -0.618245 Q: 1.21696
T: -0.530875 Q: -0.0696905
T: -0.432103 Q: -0.0723698
T: -0.324929 Q: 1.20922
T: -0.212609 Q: -0.0582369
T: -0.0985569 Q: -0.067959
T: 0.0137627 Q: 1.36136
T: 0.120937 Q: 1.26411
T: 0.219709 Q: -0.0559588
T: 0.307078 Q: -0.0616457
T: 0.38039 Q: -0.0532535
T: 0.437416 Q: -0.0529549
T: 0.476424 Q: -0.0437734
T: 0.496229 Q: -0.0466473
T: 0.496229 Q: -0.040326
T: 0.476424 Q: -0.0329446
T: 0.437416 Q: 1.07455
T: 0.38039 Q: -0.0306108
T: 0.307078 Q: -0.0268215
T: 0.219709 Q: -0.0157201
T: 0.120937 Q: -0.0194485
T: 0.0137627 Q: -0.0175657
T: -0.0985569 Q: -0.0179227
Sec_Event 102612 N50: 54
T: -0.0224638 Q: -0.0586775
T: -0.137196 Q: -0.0647689
T: -0.246672 Q: -0.0547826
T: -0.347565 Q: -0.0612492
T: -0.436811 Q: -0.0709359
T: -0.511697 Q: 1.13136
T: -0.569948 Q: 5.30815
T: -0.609793 Q: -0.0563865
T: -0.630024 Q: 3.6887
T: -0.630024 Q: -0.0458629
T: -0.609793 Q: 1.02592
T: -0.569948 Q: 0.913884
T: -0.511697 Q: 1.08568
T: -0.436811 Q: -0.00935894
T: -0.347565 Q: 1.81229
T: -0.246672 Q: -0.00607155
T: -0.137196 Q: 2.23289
T: -0.0224638 Q: 4.21049
T: 0.0940381 Q: -0.00305856
T: 0.20877 Q: -0.00285561
T: 0.318246 Q: 0.927978
T: 0.419139 Q: 1.09042
T: 0.508385 Q: -0.00740803
T: 0.583271 Q: 0.841941
T: 0.641522 Q: 1.27228
T: 0.681368 Q: -0.0161988
T: 0.701598 Q: -0.0175367
T: 0.701598 Q: -0.0227599
T: 0.681368 Q: -0.0233884
T: 0.641522 Q: 1.2448
T: 0.583271 Q: -0.0280565
T: 0.508385 Q: 1.09658
T: 0.419139 Q: -0.0517428
T: 0.318246 Q: 1.07031
T: 0.20877 Q: 2.71501
T: 0.0940381 Q: -0.0580093
Sec_Event 102612 N50: 33
T: -0.645085 Q: -0.0630683
T: -0.710245 Q: -0.0615131
