Output file: output/wt_090430.root input file:/disk03/lowe10/sk7/sle/lomugd.090430.root
 Id of this manager : 10
InitReadRoot: total = 765238
RUNINFO found in the rare list
SK geometry setting: 6
***** Dummy rgetvalue was called. (Remote File Access is not supported) *****
==========WT:========== 16821.8 14605.8 12695.6
0/765238
Sec_Event 8019 N50: 27
T: -0.0481716 Q: -0.00583377
T: -0.163026 Q: -0.0119718
T: -0.272619 Q: -0.00960433
T: -0.37362 Q: -0.0110467
T: -0.462961 Q: -0.0122991
T: -0.537927 Q: -0.014691
T: -0.59624 Q: -0.0172883
T: -0.636129 Q: 1.2119
T: -0.656381 Q: -0.0243104
T: -0.656381 Q: -0.0215501
T: -0.636129 Q: -0.0241975
T: -0.59624 Q: -0.0383266
T: -0.537927 Q: -0.0336592
T: -0.462961 Q: -0.0281059
T: -0.37362 Q: -0.0323985
T: -0.272619 Q: 1.34302
T: -0.163026 Q: -0.0289211
T: -0.0481716 Q: 1.27491
T: 0.0684547 Q: -0.0249549
T: 0.183309 Q: -0.0243926
T: 0.292902 Q: 2.15729
T: 0.393903 Q: -0.0381468
T: 0.483244 Q: -0.0371885
T: 0.55821 Q: -0.0356665
T: 0.616523 Q: -0.0366017
T: 0.656412 Q: -0.0274455
T: 0.676664 Q: 1.00114
T: 0.676664 Q: -0.0282922
T: 0.656412 Q: -0.0254068
T: 0.616523 Q: -0.0283429
T: 0.55821 Q: -0.017214
T: 0.483244 Q: -0.0167876
T: 0.393903 Q: -0.0116613
T: 0.292902 Q: 1.14809
T: 0.183309 Q: -0.00765902
T: 0.0684547 Q: -0.00726032
Sec_Event 541465 N50: 44
T: -0.555105 Q: -0.00133979
T: -0.638226 Q: 0.847539
T: -0.717539 Q: -0.00486345
T: -0.790634 Q: -0.00263587
T: -0.855291 Q: 0.973475
T: -0.909544 Q: -0.010816
T: -0.951745 Q: 3.25129
T: -0.980613 Q: 0.674262
T: -0.995269 Q: -0.117055
T: -0.995269 Q: 1.43107
T: -0.980613 Q: 2.70216
T: -0.951745 Q: -0.0612658
T: -0.909544 Q: -0.0758585
T: -0.855291 Q: -0.101109
T: -0.790634 Q: -0.106527
T: -0.717539 Q: -0.106149
T: -0.638226 Q: -0.0960395
T: -0.555105 Q: -0.0784883
T: -0.470702 Q: -0.0584255
T: -0.387582 Q: 1.27199
T: -0.308269 Q: -0.0592059
T: -0.235174 Q: -0.0432847
T: -0.170517 Q: -0.0555381
T: -0.116264 Q: -0.0318361
T: -0.0740625 Q: -0.0283032
T: -0.045195 Q: 2.35925
T: -0.0305386 Q: 1.15117
T: -0.0305386 Q: -0.0102406
T: -0.045195 Q: 1.90109
T: -0.0740625 Q: 1.18952
T: -0.116264 Q: -0.00443223
T: -0.170517 Q: 0.955148
T: -0.235174 Q: 1.27638
T: -0.308269 Q: -0.00360104
T: -0.387582 Q: -0.00410582
T: -0.470702 Q: -0.00119663
Sec_Event 1567053 N50: 31
T: -0.658195 Q: 1.23321
T: -0.719885 Q: -0.0178694
T: -0.778749 Q: 2.17939
T: -0.832998 Q: 1.03066
T: -0.880984 Q: -0.0576253
T: -0.921249 Q: -0.0589983
T: -0.952569 Q: -0.0435137
T: -0.973994 Q: 1.32136
T: -0.984872 Q: -0.0438252
T: -0.984872 Q: -0.0444105
T: -0.973994 Q: -0.0448561
T: -0.952569 Q: -0.0497749
T: -0.921249 Q: -0.0644587
T: -0.880984 Q: 1.36531
T: -0.832998 Q: 1.22033
T: -0.778749 Q: -0.0495986
T: -0.719885 Q: -0.0365145
T: -0.658195 Q: -0.0328746
T: -0.595554 Q: -0.0181558
T: -0.533864 Q: -0.0212121
T: -0.475001 Q: -0.0183324
T: -0.420752 Q: -0.0112334
T: -0.372766 Q: 1.05365
T: -0.332501 Q: -0.00991487
T: -0.30118 Q: -0.00864069
T: -0.279755 Q: -0.00652809
T: -0.268878 Q: -0.00674109
T: -0.268878 Q: -0.00760608
T: -0.279755 Q: -0.00661141
T: -0.30118 Q: 1.17687
T: -0.332501 Q: -0.0075752
T: -0.372766 Q: -0.00364564
T: -0.420752 Q: -0.00765168
T: -0.475001 Q: 1.30979
T: -0.533864 Q: -0.0107482
T: -0.595554 Q: -0.0173862
Sec_Event 1955684 N50: 30
T: 0.343411 Q: -0.00213487
T: 0.245913 Q: -0.00170129
