Output file: output/wt_090104.root input file:/disk03/lowe10/sk7/sle/lomugd.090104.root
 Id of this manager : 10
InitReadRoot: total = 21576902
RUNINFO found in the rare list
SK geometry setting: 6
***** Dummy rgetvalue was called. (Remote File Access is not supported) *****
==========WT:========== 13823.2 13629.2 12028.3
0/21576902
Sec_Event 133257 N50: 41
T: -0.514811 Q: -0.0947682
T: -0.603835 Q: 1.42912
T: -0.68878 Q: -0.0993634
T: -0.767066 Q: -0.0945113
T: -0.836315 Q: 1.50006
T: -0.894421 Q: -0.0553824
T: -0.939619 Q: -0.0527585
T: -0.970537 Q: -0.0489058
T: -0.986234 Q: -0.0430671
T: -0.986234 Q: 1.51003
T: -0.970537 Q: 3.09131
T: -0.939619 Q: 2.36333
T: -0.894421 Q: 2.17264
T: -0.836315 Q: 2.60705
T: -0.767066 Q: -0.0186108
T: -0.68878 Q: -0.0129736
T: -0.603835 Q: -0.0101112
T: -0.514811 Q: -0.0133867
T: -0.424414 Q: -0.0130727
T: -0.33539 Q: -0.0108427
T: -0.250444 Q: 1.31007
T: -0.172158 Q: 1.32972
T: -0.10291 Q: 2.97597
T: -0.0448034 Q: -0.0139929
T: 0.000395158 Q: -0.0242166
T: 0.0313128 Q: -0.0259533
T: 0.0470101 Q: -0.032722
T: 0.0470101 Q: -0.0408234
T: 0.0313128 Q: -0.0497092
T: 0.000395158 Q: 1.74677
T: -0.0448034 Q: -0.0520794
T: -0.10291 Q: -0.0535287
T: -0.172158 Q: -0.0567048
T: -0.250444 Q: -0.0638704
T: -0.33539 Q: 3.21487
T: -0.424414 Q: 1.57973
Sec_Event 133257 N50: 32
T: -0.305555 Q: 1.07334
T: -0.413689 Q: -0.00574613
T: -0.51687 Q: -0.00549498
T: -0.611961 Q: -0.00573867
T: -0.696075 Q: -0.00734456
T: -0.766654 Q: -0.0131522
T: -0.821556 Q: -0.0307614
T: -0.85911 Q: -0.0435982
T: -0.878177 Q: -0.0332284
T: -0.878177 Q: -0.0367898
T: -0.85911 Q: -0.0416475
T: -0.821556 Q: -0.0421489
T: -0.766654 Q: -0.0572066
T: -0.696075 Q: 1.43118
T: -0.611961 Q: -0.0733058
T: -0.51687 Q: -0.0681982
T: -0.413689 Q: -0.0590122
T: -0.305555 Q: 1.31977
T: -0.195753 Q: -0.0510443
T: -0.0876182 Q: -0.0445247
T: 0.0155623 Q: -0.0474209
T: 0.110654 Q: -0.0536205
T: 0.194767 Q: 1.20633
T: 0.265347 Q: -0.0408845
T: 0.320248 Q: -0.038945
T: 0.357803 Q: 2.3597
T: 0.37687 Q: 1.06322
T: 0.37687 Q: -0.0209376
T: 0.357803 Q: -0.0185261
T: 0.320248 Q: -0.0155945
T: 0.265347 Q: -0.00736041
T: 0.194767 Q: -0.00650957
T: 0.110654 Q: 1.14867
T: 0.0155623 Q: 1.14295
T: -0.0876182 Q: -0.008807
T: -0.195753 Q: -0.00604035
Sec_Event 133257 N50: 59
Sec_Event 133257 N50: 28
T: 0.231957 Q: -0.0128748
T: 0.125925 Q: -0.0213645
T: 0.0247513 Q: -0.0194713
T: -0.0684914 Q: -0.0211145
T: -0.150969 Q: -0.0196312
T: -0.220177 Q: -0.0246967
T: -0.27401 Q: -0.0395499
T: -0.310835 Q: -0.035577
T: -0.329531 Q: -0.0552699
T: -0.329531 Q: -0.0462271
T: -0.310835 Q: -0.0503744
T: -0.27401 Q: -0.0544472
T: -0.220177 Q: 1.35813
T: -0.150969 Q: -0.0629104
T: -0.0684914 Q: -0.0538053
T: 0.0247513 Q: -0.0568903
T: 0.125925 Q: -0.0599781
T: 0.231957 Q: 1.25028
T: 0.339624 Q: -0.0545071
T: 0.445656 Q: -0.063898
T: 0.54683 Q: -0.0573704
T: 0.640073 Q: -0.0362716
T: 0.722551 Q: -0.0257498
T: 0.791758 Q: -0.0177522
T: 0.845591 Q: 1.53701
T: 0.882416 Q: 1.42155
T: 0.901112 Q: -0.0163011
T: 0.901112 Q: -0.0143664
T: 0.882416 Q: -0.0122848
T: 0.845591 Q: -0.019009
T: 0.791758 Q: -0.0153492
T: 0.722551 Q: -0.0182043
T: 0.640073 Q: 0.983854
T: 0.54683 Q: -0.0170279
T: 0.445656 Q: -0.0161686
T: 0.339624 Q: -0.0145655
Sec_Event 133257 N50: 29
