Output file: output/wt_090059.root input file:/disk03/lowe10/sk7/sle/lomugd.090059.root
 Id of this manager : 10
InitReadRoot: total = 413912
RUNINFO found in the rare list
SK geometry setting: 6
***** Dummy rgetvalue was called. (Remote File Access is not supported) *****
==========WT:========== 12166.5 13879.3 11729.6
0/413912
Sec_Event 703701 N50: 29
T: 0.216875 Q: 1.19307
T: 0.10993 Q: -0.0140853
T: 0.00788454 Q: -0.0120805
T: -0.0861612 Q: -0.0166899
T: -0.16935 Q: -0.0150917
T: -0.239153 Q: -0.0144968
T: -0.29345 Q: 1.10188
T: -0.330592 Q: -0.0162194
T: -0.349449 Q: -0.0232228
T: -0.349449 Q: -0.018047
T: -0.330592 Q: -0.0220626
T: -0.29345 Q: -0.0217171
T: -0.239153 Q: 1.06137
T: -0.16935 Q: -0.0204575
T: -0.0861612 Q: -0.0195482
T: 0.00788454 Q: -0.0218117
T: 0.10993 Q: -0.0203913
T: 0.216875 Q: 2.65713
T: 0.32547 Q: -0.0196306
T: 0.432415 Q: -0.0242073
T: 0.53446 Q: 0.943165
T: 0.628506 Q: -0.0115119
T: 0.711694 Q: -0.00866139
T: 0.781498 Q: 2.32727
T: 0.835795 Q: -0.00683459
T: 0.872937 Q: -0.00539401
T: 0.891794 Q: -0.00605258
T: 0.891794 Q: -0.00497632
T: 0.872937 Q: 0.981213
T: 0.835795 Q: -0.00664186
T: 0.781498 Q: -0.00711069
T: 0.711694 Q: -0.00779932
T: 0.628506 Q: 0.988995
T: 0.53446 Q: -0.0106325
T: 0.432415 Q: -0.014225
T: 0.32547 Q: -0.0147908
Sec_Event 1574237 N50: 34
T: 0.0394579 Q: -0.0450036
T: -0.074419 Q: 1.39965
T: -0.183079 Q: 1.26385
T: -0.283221 Q: -0.0442977
T: -0.371801 Q: 1.30921
T: -0.446129 Q: -0.0547588
T: -0.503946 Q: -0.0618115
T: -0.543495 Q: -0.0627924
T: -0.563574 Q: -0.0539862
T: -0.563574 Q: -0.052872
T: -0.543495 Q: -0.0518785
T: -0.503946 Q: -0.0375125
T: -0.446129 Q: 1.07955
T: -0.371801 Q: -0.0228417
T: -0.283221 Q: 1.08478
T: -0.183079 Q: -0.0234587
T: -0.074419 Q: 2.33041
T: 0.0394579 Q: 1.05173
T: 0.155092 Q: -0.0155264
T: 0.268968 Q: -0.0173869
T: 0.377628 Q: -0.0193917
T: 0.47777 Q: -0.0173546
T: 0.566351 Q: 2.3715
T: 0.640678 Q: 1.01005
T: 0.698495 Q: -0.0116558
T: 0.738044 Q: 1.17253
T: 0.758124 Q: 1.01888
T: 0.758124 Q: -0.0148781
T: 0.738044 Q: -0.0118172
T: 0.698495 Q: 1.97146
T: 0.640678 Q: 2.04577
T: 0.566351 Q: 0.93579
T: 0.47777 Q: 2.00028
T: 0.377628 Q: -0.0512086
T: 0.268968 Q: -0.036457
T: 0.155092 Q: 3.02093
Sec_Event 2351815 N50: 36
T: -0.517125 Q: 3.30199
T: -0.605836 Q: -0.0286315
T: -0.690483 Q: -0.0226831
T: -0.768494 Q: -0.0212747
T: -0.837498 Q: -0.0154536
T: -0.8954 Q: 0.704123
T: -0.94044 Q: 2.26569
T: -0.971249 Q: -0.0118657
T: -0.986891 Q: -0.0113025
T: -0.986891 Q: -0.01186
T: -0.971249 Q: -0.0109467
T: -0.94044 Q: 1.27041
T: -0.8954 Q: 2.46542
T: -0.837498 Q: -0.0158621
T: -0.768494 Q: -0.0223081
T: -0.690483 Q: -0.0305501
T: -0.605836 Q: 1.19892
T: -0.517125 Q: 2.62048
T: -0.427046 Q: -0.0519733
T: -0.338335 Q: -0.0492269
T: -0.253688 Q: 1.31239
T: -0.175677 Q: 1.37941
T: -0.106672 Q: 1.25617
T: -0.0487706 Q: 1.30693
T: -0.00373095 Q: -0.0610004
T: 0.027078 Q: 2.91582
T: 0.0427201 Q: -0.0540284
T: 0.0427201 Q: -0.0609522
T: 0.027078 Q: -0.056086
T: -0.00373095 Q: 1.27594
T: -0.0487706 Q: 1.24163
T: -0.106672 Q: -0.0376988
T: -0.175677 Q: -0.0384003
T: -0.253688 Q: -0.0280401
T: -0.338335 Q: -0.0320062
T: -0.427046 Q: 1.35392
Sec_Event 2502867 N50: 39
Sec_Event 2917617 N50: 27
T: 0.675739 Q: -0.0151279
