Output file: output/wt_090409.root input file:/disk03/lowe10/sk7/sle/lomugd.090409.root
 Id of this manager : 10
InitReadRoot: total = 1877727
RUNINFO found in the rare list
SK geometry setting: 6
***** Dummy rgetvalue was called. (Remote File Access is not supported) *****
==========WT:========== 16657.6 14561.1 12580.3
0/1877727
Sec_Event 326330 N50: 43
T: -0.549532 Q: 2.06472
T: -0.63353 Q: -0.00326515
T: -0.71368 Q: 1.07096
T: -0.787547 Q: -0.00359676
T: -0.852886 Q: -0.00302415
T: -0.907712 Q: 1.07401
T: -0.950359 Q: -0.00252141
T: -0.979531 Q: -0.0015944
T: -0.994343 Q: -0.00167695
T: -0.994343 Q: -0.00205979
T: -0.979531 Q: -0.00142297
T: -0.950359 Q: -0.0017211
T: -0.907712 Q: -0.00250374
T: -0.852886 Q: -0.00324601
T: -0.787547 Q: 1.21055
T: -0.71368 Q: 1.21458
T: -0.63353 Q: -0.00371367
T: -0.549532 Q: 1.06984
T: -0.464238 Q: 1.14501
T: -0.380239 Q: -0.00318971
T: -0.300089 Q: 1.28768
T: -0.226222 Q: -0.0026131
T: -0.160883 Q: 1.3283
T: -0.106057 Q: -0.00177192
T: -0.0634103 Q: -0.000943939
T: -0.0342381 Q: -0.00143735
T: -0.0194269 Q: -0.000320025
T: -0.0194269 Q: 1.52699
T: -0.0342381 Q: 1.31832
T: -0.0634103 Q: -0.00404694
T: -0.106057 Q: -0.000931198
T: -0.160883 Q: 1.21247
T: -0.226222 Q: -0.0018376
T: -0.300089 Q: -0.00200988
T: -0.380239 Q: -0.00331307
T: -0.464238 Q: 1.31855
Sec_Event 326330 N50: 41
T: 0.634044 Q: 2.70219
T: 0.58147 Q: 1.21727
T: 0.531305 Q: 1.38686
T: 0.485073 Q: -0.0626896
T: 0.444178 Q: -0.0576639
T: 0.409863 Q: -0.0551602
T: 0.383171 Q: 1.21734
T: 0.364913 Q: -0.0345675
T: 0.355642 Q: 2.33511
T: 0.355642 Q: -0.0197527
T: 0.364913 Q: 2.43856
T: 0.383171 Q: 1.15206
T: 0.409863 Q: 0.972459
T: 0.444178 Q: -0.00957803
T: 0.485073 Q: -0.00784944
T: 0.531305 Q: -0.00595852
T: 0.58147 Q: -0.00442572
T: 0.634044 Q: 0.94232
T: 0.687428 Q: -0.00602743
T: 0.740002 Q: 0.861107
T: 0.790167 Q: -0.005948
T: 0.836399 Q: 0.803028
T: 0.877294 Q: -0.0118592
T: 0.911609 Q: 0.97852
T: 0.938301 Q: -0.0294551
T: 0.95656 Q: 0.884976
T: 0.96583 Q: -0.0519407
T: 0.96583 Q: 0.928693
T: 0.95656 Q: 1.53888
T: 0.938301 Q: 1.30676
T: 0.911609 Q: 3.90983
T: 0.877294 Q: -0.0730434
T: 0.836399 Q: -0.078484
T: 0.790167 Q: 1.2839
T: 0.740002 Q: -0.0979557
T: 0.687428 Q: 2.54724
Sec_Event 657638 N50: 44
T: -0.430498 Q: -0.0190599
T: -0.529174 Q: -0.0235105
T: -0.62333 Q: 1.07587
T: -0.710104 Q: -0.0166865
T: -0.78686 Q: -0.0110671
T: -0.851266 Q: -0.00844601
T: -0.901365 Q: -0.00720838
T: -0.935635 Q: 5.41201
T: -0.953034 Q: 1.14711
T: -0.953034 Q: 1.32514
T: -0.935635 Q: -0.0103912
T: -0.901365 Q: 1.06571
T: -0.851266 Q: 2.31482
T: -0.78686 Q: 1.16972
T: -0.710104 Q: 1.1306
T: -0.62333 Q: -0.0297563
T: -0.529174 Q: -0.0354816
T: -0.430498 Q: -0.0310533
T: -0.3303 Q: 3.66733
T: -0.231624 Q: -0.0290822
T: -0.137469 Q: -0.0316426
T: -0.0506949 Q: 2.80385
T: 0.0260613 Q: -0.027784
T: 0.0904673 Q: -0.0263196
T: 0.140566 Q: -0.0371561
T: 0.174836 Q: -0.0351701
T: 0.192235 Q: 1.20953
T: 0.192235 Q: 2.79357
T: 0.174836 Q: 1.30084
T: 0.140566 Q: 1.39244
T: 0.0904673 Q: -0.037356
T: 0.0260613 Q: 1.23723
T: -0.0506949 Q: -0.0236225
T: -0.137469 Q: -0.0216241
T: -0.231624 Q: -0.0206711
T: -0.3303 Q: -0.019953
Sec_Event 1292093 N50: 33
T: -0.394778 Q: 1.11129
T: -0.496673 Q: 1.04482
T: -0.5939 Q: 1.24251
