Output file: output/wt_090121.root input file:/disk03/lowe10/sk7/sle/lomugd.090121.root
 Id of this manager : 10
InitReadRoot: total = 20228470
RUNINFO found in the rare list
SK geometry setting: 6
***** Dummy rgetvalue was called. (Remote File Access is not supported) *****
==========WT:========== 14186.3 13349.5 12077.3
0/20228470
Sec_Event 656707 N50: 37
T: -0.40111 Q: -0.00472874
T: -0.502467 Q: 1.18396
T: -0.599181 Q: -0.00665207
T: -0.688312 Q: 3.3647
T: -0.767154 Q: -0.0111273
T: -0.83331 Q: 1.21931
T: -0.884771 Q: -0.0107812
T: -0.919972 Q: -0.00925918
T: -0.937844 Q: -0.00836114
T: -0.937844 Q: -0.00816481
T: -0.919972 Q: -0.0119911
T: -0.884771 Q: 1.15377
T: -0.83331 Q: -0.0123712
T: -0.767154 Q: -0.014633
T: -0.688312 Q: 2.57549
T: -0.599181 Q: -0.0148507
T: -0.502467 Q: -0.012408
T: -0.40111 Q: 1.02173
T: -0.298189 Q: -0.00931741
T: -0.196832 Q: -0.00797503
T: -0.100118 Q: -0.0137243
T: -0.0109863 Q: -0.00934537
T: 0.0678555 Q: -0.00648834
T: 0.134012 Q: -0.00695168
T: 0.185472 Q: -0.0054946
T: 0.220673 Q: -0.00697369
T: 0.238545 Q: 1.11401
T: 0.238545 Q: 2.38365
T: 0.220673 Q: -0.00452196
T: 0.185472 Q: -0.00573708
T: 0.134012 Q: -0.00511132
T: 0.0678555 Q: -0.00581795
T: -0.0109863 Q: -0.00731151
T: -0.100118 Q: -0.00286431
T: -0.196832 Q: 2.37785
T: -0.298189 Q: -0.00536972
Sec_Event 1166683 N50: 39
T: 0.370588 Q: -0.0263257
T: 0.275696 Q: 1.28621
T: 0.185152 Q: 2.46162
T: 0.101705 Q: -0.0510637
T: 0.0278928 Q: -0.0491571
T: -0.0340433 Q: -0.0556108
T: -0.082221 Q: 1.29067
T: -0.115177 Q: -0.0629677
T: -0.131908 Q: -0.073139
T: -0.131908 Q: -0.0499353
T: -0.115177 Q: -0.0675718
T: -0.082221 Q: -0.0523819
T: -0.0340433 Q: 1.50235
T: 0.0278928 Q: -0.0470338
T: 0.101705 Q: 1.49306
T: 0.185152 Q: 0.867513
T: 0.275696 Q: 0.760525
T: 0.370588 Q: -0.0173149
T: 0.466943 Q: 1.95312
T: 0.561835 Q: -0.00643534
T: 0.652379 Q: -0.00561681
T: 0.735826 Q: -0.0041243
T: 0.809638 Q: 1.14075
T: 0.871574 Q: -0.00744549
T: 0.919752 Q: -0.00145027
T: 0.952708 Q: -0.00114825
T: 0.969439 Q: -0.00098066
T: 0.969439 Q: -0.00135534
T: 0.952708 Q: 1.16757
T: 0.919752 Q: 2.63499
T: 0.871574 Q: 1.07708
T: 0.809638 Q: -0.00181144
T: 0.735826 Q: -0.00272746
T: 0.652379 Q: -0.00394013
T: 0.561835 Q: -0.00794774
T: 0.466943 Q: -0.0131016
Sec_Event 1166683 N50: 29
T: -0.431443 Q: -0.00173337
T: -0.530027 Q: -0.00177976
T: -0.624096 Q: -0.00423182
T: -0.710789 Q: -0.0035321
T: -0.787474 Q: -0.00640269
T: -0.851821 Q: 1.17568
T: -0.901873 Q: -0.0202298
T: -0.936111 Q: -0.0405264
T: -0.953495 Q: -0.066104
T: -0.953495 Q: 0.758374
T: -0.936111 Q: 0.70159
T: -0.901873 Q: -0.00922489
T: -0.851821 Q: 1.56731
T: -0.787474 Q: -0.00417419
T: -0.710789 Q: -0.00143503
T: -0.624096 Q: -0.000527265
T: -0.530027 Q: -0.000876318
T: -0.431443 Q: 0.917367
T: -0.331338 Q: -0.000295253
T: -0.232753 Q: -0.000372993
T: -0.138685 Q: -0.00057569
T: -0.0519914 Q: -0.000381821
T: 0.0246937 Q: -0.000315066
T: 0.139093 Q: 1.1911
T: 0.173331 Q: -0.000289972
T: 0.190714 Q: -0.000717083
T: 0.139093 Q: 1.26825
T: 0.0890401 Q: 1.05708
T: 0.0246937 Q: -0.000277914
T: -0.0519914 Q: -0.000468039
T: -0.138685 Q: -0.000313282
T: -0.232753 Q: -0.000580971
T: -0.331338 Q: 0.872416
Sec_Event 1260225 N50: 31
T: 0.376744 Q: -0.0273331
T: 0.282474 Q: 1.38661
T: 0.192524 Q: -0.0299493
T: 0.109624 Q: -0.0228663
