Output file: output/wt_090363.root input file:/disk03/lowe10/sk7/sle/lomugd.090363.root
 Id of this manager : 10
InitReadRoot: total = 17774764
RUNINFO found in the rare list
SK geometry setting: 6
***** Dummy rgetvalue was called. (Remote File Access is not supported) *****
==========WT:========== 16429.4 14515.4 12304.7
0/17774764
Sec_Event 539719 N50: 30
T: 0.69702 Q: -0.00382864
T: 0.664829 Q: -0.00490448
T: 0.634112 Q: -0.00496291
T: 0.605803 Q: -0.0071327
T: 0.580763 Q: -0.00335962
T: 0.559752 Q: 1.30022
T: 0.543407 Q: -0.00484814
T: 0.532228 Q: -0.0103651
T: 0.526551 Q: -0.0121167
T: 0.526551 Q: -0.0307221
T: 0.532228 Q: -0.0159153
T: 0.543407 Q: -0.0198079
T: 0.559752 Q: -0.0210969
T: 0.580763 Q: 1.01007
T: 0.605803 Q: 1.25303
T: 0.634112 Q: -0.0381904
T: 0.664829 Q: -0.032132
T: 0.69702 Q: -0.0286228
T: 0.729708 Q: -0.0308713
T: 0.761899 Q: 1.14557
T: 0.792616 Q: -0.0189322
T: 0.820925 Q: 1.08977
T: 0.845965 Q: -0.0175753
T: 0.866977 Q: -0.0197776
T: 0.883321 Q: -0.0183952
T: 0.8945 Q: -0.013722
T: 0.900177 Q: 0.966543
T: 0.900177 Q: 1.04388
T: 0.8945 Q: 1.02404
T: 0.883321 Q: -0.0169255
T: 0.866977 Q: -0.0101634
T: 0.845965 Q: 0.672535
T: 0.820925 Q: -0.0107196
T: 0.792616 Q: -0.00680718
T: 0.761899 Q: -0.00737328
T: 0.729708 Q: -0.00359214
Sec_Event 1131192 N50: 25
T: 0.630051 Q: -0.0221263
T: 0.576449 Q: -0.0232542
T: 0.525302 Q: -0.019445
T: 0.478165 Q: -0.0153095
T: 0.436469 Q: -0.00774102
T: 0.401483 Q: 2.06931
T: 0.374268 Q: -0.00753053
T: 0.355652 Q: -0.00480332
T: 0.346201 Q: -0.00444016
T: 0.346201 Q: 1.26289
T: 0.355652 Q: -0.00306017
T: 0.374268 Q: -0.00435457
T: 0.401483 Q: 1.10757
T: 0.436469 Q: -0.00379656
T: 0.478165 Q: -0.00512563
T: 0.525302 Q: -0.00880797
T: 0.576449 Q: 2.07138
T: 0.630051 Q: 2.47698
T: 0.684481 Q: -0.00914444
T: 0.738083 Q: -0.0182688
T: 0.78923 Q: -0.0221647
T: 0.836368 Q: -0.0276125
T: 0.878063 Q: -0.0308681
T: 0.91305 Q: -0.0250795
T: 0.940264 Q: 2.57613
T: 0.95888 Q: -0.0222346
T: 0.968332 Q: -0.0190027
T: 0.968332 Q: -0.0197204
T: 0.95888 Q: -0.0181916
T: 0.940264 Q: 2.35324
T: 0.91305 Q: 1.34379
T: 0.878063 Q: -0.027212
T: 0.836368 Q: -0.0261272
T: 0.78923 Q: -0.0291599
T: 0.738083 Q: -0.0312778
T: 0.684481 Q: -0.0518954
Sec_Event 1577400 N50: 41
T: 0.0720034 Q: -0.00203267
T: -0.0411062 Q: -0.00093629
T: -0.149034 Q: 0.987869
T: -0.248501 Q: -0.00111408
T: -0.336485 Q: -0.00128265
T: -0.410312 Q: 0.88938
T: -0.467739 Q: -0.001211
T: -0.507022 Q: 0.870591
T: -0.526966 Q: 0.967012
T: -0.526966 Q: -0.00144679
T: -0.507022 Q: -0.00140793
T: -0.467739 Q: 1.86372
T: -0.410312 Q: -0.00266778
T: -0.336485 Q: 0.82467
T: -0.248501 Q: -0.00729486
T: -0.149034 Q: -0.013507
T: -0.0411062 Q: -0.0185807
T: 0.0720034 Q: 1.11388
T: 0.186858 Q: 2.13234
T: 0.299967 Q: -0.0223142
T: 0.407895 Q: -0.024457
T: 0.507362 Q: -0.0286854
T: 0.595346 Q: -0.0404279
T: 0.669173 Q: 0.881639
T: 0.7266 Q: -0.0636157
T: 0.765883 Q: 0.828972
T: 0.785827 Q: 0.873986
T: 0.785827 Q: -0.0162881
T: 0.765883 Q: -0.00993815
T: 0.7266 Q: -0.00445336
T: 0.669173 Q: -0.00513036
T: 0.595346 Q: -0.00262135
T: 0.507362 Q: 1.12044
T: 0.407895 Q: -0.00106111
T: 0.299967 Q: 1.03178
T: 0.186858 Q: -0.00777705
Sec_Event 1668716 N50: 29
T: -0.690581 Q: -0.00884325
T: -0.74202 Q: -0.0116524
