Output file: output/wt_090413.root input file:/disk03/lowe10/sk7/sle/lomugd.090413.root
 Id of this manager : 10
InitReadRoot: total = 643297
RUNINFO found in the rare list
SK geometry setting: 6
***** Dummy rgetvalue was called. (Remote File Access is not supported) *****
==========WT:========== 16657.6 14561.1 12580.3
0/643297
Sec_Event 674635 N50: 39
T: -0.252628 Q: -0.0138898
T: -0.36341 Q: -0.0106396
T: -0.469117 Q: -0.010644
T: -0.566537 Q: -0.0124067
T: -0.65271 Q: 1.25506
T: -0.725018 Q: 1.08916
T: -0.781263 Q: -0.00818431
T: -0.819737 Q: -0.00799706
T: -0.839271 Q: -0.00732975
T: -0.839271 Q: 2.25544
T: -0.819737 Q: -0.00774506
T: -0.781263 Q: 1.16936
T: -0.725018 Q: -0.0102598
T: -0.65271 Q: -0.0131659
T: -0.566537 Q: -0.0117316
T: -0.469117 Q: -0.00984105
T: -0.36341 Q: -0.0107905
T: -0.252628 Q: 1.28574
T: -0.140137 Q: 1.13119
T: -0.0293554 Q: -0.00772785
T: 0.0763515 Q: -0.00711872
T: 0.173771 Q: 1.15298
T: 0.259944 Q: -0.00835897
T: 0.332252 Q: -0.00803207
T: 0.388498 Q: -0.0112004
T: 0.426972 Q: -0.0084706
T: 0.446506 Q: -0.0102418
T: 0.446506 Q: -0.0120431
T: 0.426972 Q: -0.0111925
T: 0.388498 Q: -0.00842012
T: 0.332252 Q: -0.00734251
T: 0.259944 Q: -0.00654265
T: 0.173771 Q: 1.16069
T: 0.0763515 Q: -0.0089351
T: -0.0293554 Q: -0.0119676
T: -0.140137 Q: -0.00577877
Sec_Event 1830548 N50: 51
T: 0.250539 Q: -0.00638642
T: 0.145708 Q: -0.00896507
T: 0.0456794 Q: -0.00424768
T: -0.0465075 Q: -0.00345455
T: -0.128052 Q: -0.00403309
T: -0.196475 Q: -0.00495989
T: -0.249699 Q: 2.15523
T: -0.286107 Q: -0.0071038
T: -0.304591 Q: -0.00719917
T: -0.304591 Q: -0.00539721
T: -0.286107 Q: 2.54812
T: -0.249699 Q: 1.355
T: -0.196475 Q: -0.00490644
T: -0.128052 Q: -0.00185409
T: -0.0465075 Q: -0.00300025
T: 0.0456794 Q: -0.00269677
T: 0.145708 Q: 1.12728
T: 0.250539 Q: -0.00311949
T: 0.356987 Q: 1.09069
T: 0.461819 Q: 1.05592
T: 0.561847 Q: 1.2659
T: 0.654034 Q: 1.26366
T: 0.735578 Q: -0.00661726
T: 0.804002 Q: -0.00801602
T: 0.857226 Q: 1.11964
T: 0.893633 Q: -0.00767923
T: 0.912118 Q: 1.49457
T: 0.912118 Q: -0.00511261
T: 0.893633 Q: 1.31553
T: 0.857226 Q: -0.0106497
T: 0.804002 Q: 1.13866
T: 0.735578 Q: 1.01429
T: 0.654034 Q: 1.07534
T: 0.561847 Q: -0.00927568
T: 0.461819 Q: -0.00869107
T: 0.356987 Q: -0.00926299
Sec_Event 2143204 N50: 36
T: 0.350821 Q: -0.0730636
T: 0.254012 Q: 1.2845
T: 0.161638 Q: 2.87521
T: 0.0765051 Q: -0.0474915
T: 0.00120088 Q: -0.0443508
T: -0.0619868 Q: -0.0437432
T: -0.111138 Q: -0.0345293
T: -0.14476 Q: -0.0255436
T: -0.16183 Q: -0.0279784
T: -0.16183 Q: -0.0179606
T: -0.14476 Q: -0.023486
T: -0.111138 Q: -0.011683
T: -0.0619868 Q: -0.00768539
T: 0.00120088 Q: -0.00467481
T: 0.0765051 Q: 0.945995
T: 0.161638 Q: -0.00270661
T: 0.254012 Q: 1.03232
T: 0.350821 Q: 1.26711
T: 0.449124 Q: 1.09186
T: 0.545933 Q: 1.049
T: 0.638307 Q: -0.00244334
T: 0.72344 Q: -0.00424236
T: 0.798744 Q: -0.00777522
T: 0.861931 Q: 0.792426
T: 0.911083 Q: 0.926552
T: 0.944704 Q: -0.0458992
T: 0.961774 Q: -0.0264753
T: 0.961774 Q: -0.0346639
T: 0.944704 Q: 1.39858
T: 0.911083 Q: -0.0344796
T: 0.861931 Q: -0.033704
T: 0.798744 Q: -0.0434303
T: 0.72344 Q: -0.0592932
T: 0.638307 Q: -0.0749556
T: 0.545933 Q: -0.0704983
T: 0.449124 Q: 1.68018
Sec_Event 2580770 N50: 47
T: -0.107933 Q: 1.45738
T: -0.222541 Q: -0.0474027
