Output file: output/wt_090077.root input file:/disk03/lowe10/sk7/sle/lomugd.090077.root
 Id of this manager : 10
InitReadRoot: total = 21755740
RUNINFO found in the rare list
SK geometry setting: 6
***** Dummy rgetvalue was called. (Remote File Access is not supported) *****
==========WT:========== 11332.6 13532.2 11815.7
0/21755740
Sec_Event 22797 N50: 44
T: 0.733439 Q: -0.0511994
T: 0.721825 Q: -0.0459189
T: 0.710742 Q: 0.913599
T: 0.700529 Q: 1.02935
T: 0.691494 Q: -0.026072
T: 0.683913 Q: -0.0203072
T: 0.678016 Q: -0.012777
T: 0.673983 Q: 0.774675
T: 0.671935 Q: -0.00383438
T: 0.671935 Q: -0.00394884
T: 0.673983 Q: -0.00131137
T: 0.678016 Q: -0.00110722
T: 0.683913 Q: -0.00659831
T: 0.691494 Q: -0.00170223
T: 0.710742 Q: -0.00367557
T: 0.721825 Q: 2.19757
T: 0.733439 Q: 1.04423
T: 0.745233 Q: -0.00234152
T: 0.756847 Q: 1.0586
T: 0.76793 Q: 0.953773
T: 0.778144 Q: 0.771566
T: 0.787178 Q: -0.0104842
T: 0.794759 Q: 0.689563
T: 0.800656 Q: 0.948238
T: 0.80469 Q: 0.718078
T: 0.806737 Q: -0.0490002
T: 0.806737 Q: -0.0421082
T: 0.80469 Q: -0.0467935
T: 0.800656 Q: 1.23901
T: 0.794759 Q: -0.0494804
T: 0.787178 Q: -0.0488056
T: 0.778144 Q: -0.0535584
T: 0.76793 Q: 2.61573
T: 0.756847 Q: -0.0513482
T: 0.745233 Q: -0.0559427
Sec_Event 279126 N50: 34
T: -0.477045 Q: 1.01721
T: -0.570789 Q: 1.09686
T: -0.660238 Q: -0.0125666
T: -0.742675 Q: -0.0205129
T: -0.815595 Q: -0.0235818
T: -0.876782 Q: -0.0218114
T: -0.924377 Q: -0.0227797
T: -0.956934 Q: -0.0215704
T: -0.973463 Q: -0.0225863
T: -0.973463 Q: -0.019619
T: -0.956934 Q: 1.11976
T: -0.924377 Q: -0.019798
T: -0.876782 Q: -0.020324
T: -0.815595 Q: -0.0284444
T: -0.742675 Q: 1.17969
T: -0.660238 Q: 1.05635
T: -0.570789 Q: 1.01336
T: -0.477045 Q: 2.10413
T: -0.381855 Q: 1.02489
T: -0.288111 Q: -0.00961886
T: -0.198662 Q: 2.31049
T: -0.116225 Q: -0.00715162
T: -0.0433056 Q: -0.00637254
T: 0.0178813 Q: -0.00547817
T: 0.0654763 Q: -0.0108789
T: 0.0980332 Q: -0.00634374
T: 0.114563 Q: -0.00425048
T: 0.114563 Q: -0.00777618
T: 0.0980332 Q: 1.20778
T: 0.0654763 Q: -0.00505275
T: 0.0178813 Q: 1.19021
T: -0.0433056 Q: -0.00442757
T: -0.116225 Q: -0.00321559
T: -0.198662 Q: 2.51048
T: -0.288111 Q: -0.00682502
T: -0.381855 Q: -0.00449849
Sec_Event 567489 N50: 43
T: 0.291456 Q: 2.79028
T: 0.189572 Q: 1.50903
T: 0.0923559 Q: 1.58361
T: 0.00276097 Q: -0.0438358
T: -0.0764904 Q: 4.60055
T: -0.14299 Q: -0.0571572
T: -0.194718 Q: -0.0404918
T: -0.230102 Q: -0.0414242
T: -0.248067 Q: -0.0418099
T: -0.248067 Q: -0.037187
T: -0.230102 Q: -0.0378172
T: -0.194718 Q: 1.43016
T: -0.14299 Q: -0.0323303
T: -0.0764904 Q: 3.07969
T: 0.00276097 Q: -0.0272988
T: 0.0923559 Q: 2.98801
T: 0.189572 Q: 2.47027
T: 0.291456 Q: 1.2603
T: 0.394911 Q: -0.0253686
T: 0.496795 Q: -0.0295638
T: 0.594011 Q: 1.33954
T: 0.683606 Q: -0.0388075
T: 0.762857 Q: 2.70549
T: 0.829357 Q: 1.03782
T: 0.881085 Q: 1.30934
T: 0.916469 Q: -0.0278585
T: 0.934434 Q: -0.0298532
T: 0.934434 Q: -0.0311885
T: 0.916469 Q: -0.0269846
T: 0.881085 Q: 1.2931
T: 0.829357 Q: -0.0409462
T: 0.762857 Q: -0.0487414
T: 0.683606 Q: -0.0606983
T: 0.594011 Q: -0.0579381
T: 0.496795 Q: 1.34414
T: 0.394911 Q: 1.4532
Sec_Event 567489 N50: 32
T: 0.521065 Q: -0.01588
T: 0.445457 Q: -0.0128528
T: 0.373313 Q: -0.0117086
