Output file: output/wt_090116.root input file:/disk03/lowe10/sk7/sle/lomugd.090116.root
 Id of this manager : 10
InitReadRoot: total = 20641263
RUNINFO found in the rare list
SK geometry setting: 6
***** Dummy rgetvalue was called. (Remote File Access is not supported) *****
==========WT:========== 13295.1 14026.3 12128.8
0/20641263
Sec_Event 105287 N50: 31
T: 0.379444 Q: -0.00685627
T: 0.285451 Q: -0.00721126
T: 0.195764 Q: -0.00621918
T: 0.113108 Q: 0.92711
T: 0.039995 Q: -0.0113537
T: -0.0213545 Q: 1.81392
T: -0.0690759 Q: -0.0143056
T: -0.101719 Q: -0.0213844
T: -0.118293 Q: -0.0248708
T: -0.118293 Q: -0.027652
T: -0.101719 Q: -0.0326315
T: -0.0690759 Q: -0.0352077
T: -0.0213545 Q: -0.0376465
T: 0.039995 Q: 1.0541
T: 0.113108 Q: -0.0452474
T: 0.195764 Q: -0.0403947
T: 0.285451 Q: -0.0532897
T: 0.379444 Q: -0.0516381
T: 0.474887 Q: -0.0663322
T: 0.56888 Q: -0.0751314
T: 0.658567 Q: -0.0855198
T: 0.741223 Q: -0.0689284
T: 0.814336 Q: -0.0632311
T: 0.875686 Q: 2.19091
T: 0.923407 Q: -0.0433149
T: 0.95605 Q: -0.0395298
T: 0.972624 Q: -0.0516191
T: 0.972624 Q: -0.0402477
T: 0.95605 Q: -0.0595797
T: 0.923407 Q: -0.0473999
T: 0.875686 Q: -0.0264917
T: 0.814336 Q: -0.0172069
T: 0.741223 Q: -0.0105589
T: 0.658567 Q: -0.0084807
T: 0.56888 Q: -0.0106654
T: 0.474887 Q: -0.0066392
Sec_Event 254970 N50: 27
T: 0.333115 Q: 1.19422
T: 0.234688 Q: -0.0477702
T: 0.14077 Q: -0.0467476
T: 0.0542145 Q: -0.0387433
T: -0.0223482 Q: 1.27483
T: -0.0865919 Q: 1.30251
T: -0.136565 Q: -0.0424814
T: -0.170748 Q: -0.0376028
T: -0.188103 Q: -0.0331485
T: -0.188103 Q: -0.0328876
T: -0.170748 Q: -0.0371028
T: -0.136565 Q: -0.036906
T: -0.0865919 Q: -0.0347692
T: -0.0223482 Q: -0.0350004
T: 0.0542145 Q: -0.0259183
T: 0.14077 Q: -0.0306079
T: 0.234688 Q: 1.13485
T: 0.333115 Q: 2.27321
T: 0.43306 Q: -0.0280962
T: 0.531488 Q: 0.99564
T: 0.625406 Q: -0.0347873
T: 0.711961 Q: -0.0484434
T: 0.788524 Q: 0.895594
T: 0.852767 Q: -0.080823
T: 0.90274 Q: -0.0542526
T: 0.936923 Q: -0.048896
T: 0.954279 Q: 1.55124
T: 0.954279 Q: -0.0513018
T: 0.936923 Q: 1.56107
T: 0.90274 Q: -0.0588815
T: 0.852767 Q: -0.0618635
T: 0.788524 Q: -0.0728401
T: 0.711961 Q: 1.00171
T: 0.625406 Q: 1.42035
T: 0.531488 Q: -0.0745439
T: 0.43306 Q: -0.050482
Sec_Event 968592 N50: 48
T: -0.436613 Q: -0.0127045
T: -0.534691 Q: 2.23121
T: -0.628276 Q: -0.0169598
T: -0.714524 Q: 0.992598
T: -0.790815 Q: -0.0210875
T: -0.854831 Q: 2.4604
T: -0.904627 Q: -0.0146379
T: -0.938689 Q: 3.70083
T: -0.955983 Q: 1.21742
T: -0.955983 Q: 1.21046
T: -0.938689 Q: -0.0160774
T: -0.904627 Q: -0.0161361
T: -0.854831 Q: -0.020297
T: -0.790815 Q: -0.0248599
T: -0.714524 Q: 1.06929
T: -0.628276 Q: 1.20642
T: -0.534691 Q: -0.0645977
T: -0.436613 Q: 1.11685
T: -0.337022 Q: 2.69762
T: -0.238944 Q: 1.38514
T: -0.145359 Q: -0.0472717
T: -0.059111 Q: -0.0453047
T: 0.0171801 Q: -0.0451643
T: 0.0811959 Q: -0.0504909
T: 0.130991 Q: -0.0411528
T: 0.165054 Q: -0.0395273
T: 0.182347 Q: 1.17202
T: 0.182347 Q: -0.0355148
T: 0.165054 Q: -0.0336238
T: 0.130991 Q: -0.0239701
T: 0.0811959 Q: -0.0235661
T: 0.0171801 Q: -0.0160226
T: -0.059111 Q: 1.15172
T: -0.145359 Q: 3.21737
T: -0.238944 Q: 1.06044
T: -0.337022 Q: 1.13634
Sec_Event 968592 N50: 25
T: -0.741649 Q: -0.00293266
T: -0.762109 Q: -0.00381629
