Output file: output/wt_090399.root input file:/disk03/lowe10/sk7/sle/lomugd.090399.root
 Id of this manager : 10
InitReadRoot: total = 20141814
RUNINFO found in the rare list
SK geometry setting: 6
***** Dummy rgetvalue was called. (Remote File Access is not supported) *****
==========WT:========== 17432.6 14710.6 12444.2
0/20141814
Sec_Event 776177 N50: 51
T: -0.639548 Q: -0.00106308
T: -0.706085 Q: 1.50701
T: -0.769575 Q: 4.75696
T: -0.828087 Q: 1.597
T: -0.923273 Q: -0.000714396
T: -0.980163 Q: -0.000658901
T: -0.991896 Q: -0.000416734
T: -0.980163 Q: -0.00035982
T: -0.957055 Q: 1.32843
T: -0.923273 Q: -0.000411937
T: -0.879844 Q: 1.2497
T: -0.828087 Q: -0.000781931
T: -0.706085 Q: -0.0011106
T: -0.639548 Q: -0.00176557
T: -0.571984 Q: -0.00160702
T: -0.505446 Q: -0.00339925
T: -0.441957 Q: 1.17396
T: -0.383445 Q: 2.06394
T: -0.331688 Q: -0.0191054
T: -0.288259 Q: 3.26646
T: -0.254477 Q: -0.023385
T: -0.231368 Q: 2.13258
T: -0.219636 Q: -0.0185895
T: -0.219636 Q: 0.669768
T: -0.231368 Q: 0.89701
T: -0.254477 Q: 1.71175
T: -0.288259 Q: 1.67207
T: -0.331688 Q: -0.0118104
T: -0.383445 Q: 0.974083
T: -0.441957 Q: -0.00498246
T: -0.505446 Q: -0.00255968
T: -0.571984 Q: -0.00175889
Sec_Event 776177 N50: 27
T: -0.194292 Q: -0.0223055
T: -0.307189 Q: -0.0175498
T: -0.414914 Q: -0.0154279
T: -0.514195 Q: -0.0204955
T: -0.602013 Q: -0.0220195
T: -0.675701 Q: -0.0240002
T: -0.733021 Q: -0.0218398
T: -0.77223 Q: -0.0166478
T: -0.792136 Q: -0.0191341
T: -0.792136 Q: -0.0192954
T: -0.77223 Q: -0.019031
T: -0.733021 Q: -0.0155874
T: -0.675701 Q: -0.0185051
T: -0.602013 Q: -0.018553
T: -0.514195 Q: -0.0133612
T: -0.414914 Q: -0.0181575
T: -0.307189 Q: -0.00644125
T: -0.194292 Q: 1.43028
T: -0.0796531 Q: -0.00772506
T: 0.0332441 Q: -0.00659977
T: 0.140969 Q: -0.00896418
T: 0.24025 Q: -0.0137663
T: 0.328068 Q: 1.41542
T: 0.401756 Q: -0.0144433
T: 0.459076 Q: -0.0151097
T: 0.498285 Q: -0.013687
T: 0.518191 Q: -0.0208014
T: 0.518191 Q: -0.013348
T: 0.498285 Q: 2.5032
T: 0.459076 Q: -0.016031
T: 0.401756 Q: 1.14606
T: 0.328068 Q: -0.016111
T: 0.24025 Q: -0.0183991
T: 0.140969 Q: 1.29413
T: 0.0332441 Q: 1.35028
T: -0.0796531 Q: 1.40301
Sec_Event 804415 N50: 29
T: -0.417274 Q: -0.00549583
T: -0.517195 Q: -0.00419499
T: -0.612538 Q: -0.00184985
T: -0.700407 Q: 1.29696
T: -0.778132 Q: 2.44747
T: -0.843351 Q: -0.000341395
T: -0.894082 Q: -0.000732688
T: -0.928784 Q: 1.32868
T: -0.946403 Q: 1.42792
T: -0.946403 Q: 1.38315
T: -0.928784 Q: 1.47233
T: -0.894082 Q: -0.000736218
T: -0.843351 Q: 1.21169
T: -0.778132 Q: 1.28784
T: -0.700407 Q: 1.16768
T: -0.612538 Q: 1.17917
T: -0.517195 Q: -0.00518419
T: -0.417274 Q: -0.00412085
T: -0.315811 Q: 1.03083
T: -0.21589 Q: -0.0063091
T: -0.120547 Q: -0.00742727
T: -0.0326777 Q: -0.00775167
T: 0.045047 Q: -0.00959098
T: 0.110266 Q: 1.22765
T: 0.160997 Q: -0.0135223
T: 0.195699 Q: 2.52571
T: 0.213318 Q: 2.66578
T: 0.213318 Q: -0.0258462
T: 0.195699 Q: -0.0183053
T: 0.160997 Q: -0.0265848
T: 0.110266 Q: 3.05226
T: 0.045047 Q: -0.0303553
T: -0.0326777 Q: -0.0333582
T: -0.120547 Q: 0.697055
T: -0.21589 Q: 0.781152
T: -0.315811 Q: -0.0175049
Sec_Event 1400993 N50: 28
T: -0.456746 Q: -0.0175219
T: -0.552751 Q: -0.0188021
T: -0.644358 Q: -0.0178865
T: -0.728784 Q: 1.07574
T: -0.803463 Q: 1.2086
T: -0.866126 Q: -0.0144756
T: -0.914869 Q: 1.18653
