Output file: output/wt_090014.root input file:/disk03/lowe10/sk7/sle/lomugd.090014.root
 Id of this manager : 10
InitReadRoot: total = 25075799
RUNINFO found in the rare list
SK geometry setting: 6
***** Dummy rgetvalue was called. (Remote File Access is not supported) *****
==========WT:========== 13305.9 13358.9 11295.2
0/25075799
Sec_Event 537810 N50: 44
T: -0.0720969 Q: 1.29567
T: -0.186942 Q: -0.00028599
T: -0.296527 Q: -0.00245146
T: -0.39752 Q: -0.000939402
T: -0.486854 Q: -0.00112608
T: -0.561814 Q: 1.12129
T: -0.620122 Q: -0.00490704
T: -0.660008 Q: -0.00513221
T: -0.680258 Q: 3.08426
T: -0.680258 Q: 1.00953
T: -0.660008 Q: 0.990058
T: -0.620122 Q: -0.0148684
T: -0.561814 Q: 0.857144
T: -0.486854 Q: -0.0179363
T: -0.39752 Q: 1.02107
T: -0.296527 Q: -0.0180119
T: -0.186942 Q: -0.01424
T: -0.0720969 Q: -0.0173008
T: 0.0445202 Q: -0.0174024
T: 0.159366 Q: 2.02456
T: 0.26895 Q: 1.11753
T: 0.369943 Q: 0.877226
T: 0.459277 Q: -0.0134069
T: 0.534237 Q: 1.79321
T: 0.592546 Q: -0.0140461
T: 0.632431 Q: 1.12862
T: 0.652681 Q: -0.00722262
T: 0.652681 Q: -0.00690564
T: 0.632431 Q: -0.00481527
T: 0.592546 Q: -0.0024008
T: 0.534237 Q: 0.918418
T: 0.459277 Q: -0.00383746
T: 0.369943 Q: 2.16524
T: 0.26895 Q: 1.17756
T: 0.159366 Q: 1.12973
T: 0.0445202 Q: 1.16031
Sec_Event 537810 N50: 30
T: 0.367569 Q: -0.00651756
T: 0.272377 Q: 1.09478
T: 0.181545 Q: 1.15482
T: 0.0978344 Q: 1.23663
T: 0.0237879 Q: -0.0010429
T: -0.0383445 Q: -0.00191861
T: -0.0866748 Q: 1.36677
T: -0.119735 Q: -0.000992147
T: -0.13652 Q: -0.00176268
T: -0.13652 Q: -0.000703578
T: -0.119735 Q: -0.00174238
T: -0.0866748 Q: 1.5738
T: -0.0383445 Q: 1.27956
T: 0.0237879 Q: -0.000791819
T: 0.0978344 Q: -0.00354719
T: 0.181545 Q: -0.00141044
T: 0.272377 Q: -0.00209261
T: 0.367569 Q: -0.00255535
T: 0.46423 Q: -0.00414555
T: 0.559422 Q: -0.00510511
T: 0.650253 Q: -0.00599208
T: 0.733964 Q: 1.28634
T: 0.80801 Q: -0.0103614
T: 0.870143 Q: -0.0157596
T: 0.918473 Q: -0.0178884
T: 0.951533 Q: -0.0264904
T: 0.968318 Q: -0.0167699
T: 0.968318 Q: -0.0215817
T: 0.951533 Q: -0.0192356
T: 0.918473 Q: 2.1746
T: 0.870143 Q: 0.878538
T: 0.80801 Q: 1.05926
T: 0.733964 Q: 1.06067
T: 0.650253 Q: 1.23583
T: 0.559422 Q: -0.0129643
T: 0.46423 Q: -0.00626322
 Incomplete 
Sec_Event 2301278 N50: 33
T: 0.386169 Q: -0.00498044
T: 0.292875 Q: -0.0058507
T: 0.203856 Q: -0.00845662
T: 0.121815 Q: 1.59628
T: 0.0492452 Q: -0.00382793
T: -0.0116478 Q: -0.00703954
T: -0.0590141 Q: -0.00354641
T: -0.0914146 Q: -0.00440372
T: -0.107865 Q: 1.36319
T: -0.107865 Q: -0.00602935
T: -0.0914146 Q: -0.00790756
T: -0.0590141 Q: 1.50808
T: -0.0116478 Q: -0.0112791
T: 0.0492452 Q: -0.0121022
T: 0.121815 Q: -0.00977413
T: 0.203856 Q: 1.23018
T: 0.292875 Q: -0.0120206
T: 0.386169 Q: -0.0169787
T: 0.480901 Q: 2.32748
T: 0.574195 Q: 1.14535
T: 0.663215 Q: -0.0260225
T: 0.745255 Q: -0.0223705
T: 0.817825 Q: -0.0224597
T: 0.878718 Q: -0.0170256
T: 0.926084 Q: -0.0133028
T: 0.958485 Q: -0.0102201
T: 0.974935 Q: -0.0112352
T: 0.974935 Q: -0.0213544
T: 0.958485 Q: -0.0111794
T: 0.926084 Q: 1.29019
T: 0.878718 Q: -0.015733
T: 0.817825 Q: 1.08966
T: 0.745255 Q: -0.0197486
T: 0.663215 Q: -0.0151183
T: 0.574195 Q: 2.5714
T: 0.480901 Q: -0.00658133
Sec_Event 2916300 N50: 37
T: 0.510622 Q: -0.0391808
