Output file: output/wt_090421.root input file:/disk03/lowe10/sk7/sle/lomugd.090421.root
 Id of this manager : 10
InitReadRoot: total = 492116
RUNINFO found in the rare list
SK geometry setting: 6
***** Dummy rgetvalue was called. (Remote File Access is not supported) *****
==========WT:========== 16657.6 14561.1 12580.3
0/492116
Sec_Event 23608 N50: 32
T: -0.248156 Q: -0.000377283
T: -0.359129 Q: -0.00103802
T: -0.562607 Q: -0.003475
T: -0.648928 Q: 1.06481
T: -0.721361 Q: 1.16104
T: -0.777703 Q: 1.27919
T: -0.816244 Q: 1.14501
T: -0.835811 Q: -0.00412785
T: -0.835811 Q: 0.843659
T: -0.816244 Q: -0.00503768
T: -0.777703 Q: -0.00695685
T: -0.721361 Q: 0.924489
T: -0.648928 Q: 0.95331
T: -0.562607 Q: -0.0077274
T: -0.465019 Q: -0.0105974
T: -0.359129 Q: -0.00614586
T: -0.248156 Q: 2.29353
T: -0.135471 Q: 1.11352
T: -0.0244985 Q: -0.00447033
T: 0.0813907 Q: 0.989431
T: 0.178979 Q: 0.920104
T: 0.2653 Q: -0.00262121
T: 0.337733 Q: -0.00387935
T: 0.394075 Q: -0.00338761
T: 0.432616 Q: -0.00161759
T: 0.452183 Q: -0.00315066
T: 0.452183 Q: 2.57574
T: 0.432616 Q: -0.000350634
T: 0.394075 Q: 1.27179
T: 0.337733 Q: 1.39357
T: 0.2653 Q: -0.000886296
T: 0.178979 Q: -0.00037177
T: 0.0813907 Q: -0.000281364
T: -0.0244985 Q: -0.000773383
T: -0.135471 Q: -0.000310599
Sec_Event 23608 N50: 33
T: -0.380431 Q: -0.0259477
T: -0.483494 Q: -0.0216013
T: -0.581837 Q: -0.0176554
T: -0.672469 Q: -0.0138827
T: -0.752639 Q: -0.0105589
T: -0.819909 Q: 2.52101
T: -0.872235 Q: -0.00563121
T: -0.908029 Q: 1.20345
T: -0.926202 Q: 1.06103
T: -0.926202 Q: 1.17222
T: -0.908029 Q: -0.00639203
T: -0.872235 Q: -0.00820939
T: -0.819909 Q: -0.00967478
T: -0.752639 Q: 2.4748
T: -0.672469 Q: -0.0140009
T: -0.581837 Q: -0.0198691
T: -0.483494 Q: -0.0338947
T: -0.380431 Q: 1.00506
T: -0.275777 Q: -0.0415381
T: -0.172714 Q: 1.25474
T: -0.0743715 Q: -0.0464531
T: 0.0162612 Q: -0.0446697
T: 0.0964305 Q: -0.0469917
T: 0.1637 Q: -0.054222
T: 0.216027 Q: -0.0534677
T: 0.251821 Q: -0.0609713
T: 0.269994 Q: -0.0595378
T: 0.269994 Q: -0.0483371
T: 0.251821 Q: -0.0457869
T: 0.216027 Q: 1.22301
T: 0.1637 Q: 3.76971
T: 0.0964305 Q: -0.0361797
T: 0.0162612 Q: -0.0284071
T: -0.0743715 Q: -0.0295528
T: -0.172714 Q: -0.0351762
T: -0.275777 Q: -0.0223173
Sec_Event 792700 N50: 30
T: -0.0631181 Q: -0.00122206
T: -0.177981 Q: -0.00202909
T: -0.287582 Q: -0.00155234
T: -0.38859 Q: -0.00486775
T: -0.477938 Q: 0.976787
T: -0.552909 Q: 1.03996
T: -0.611226 Q: -0.00648385
T: -0.651118 Q: -0.00795874
T: -0.671371 Q: -0.01136
T: -0.671371 Q: -0.0179283
T: -0.651118 Q: -0.0253071
T: -0.611226 Q: 1.02615
T: -0.552909 Q: -0.0363952
T: -0.477938 Q: -0.047091
T: -0.38859 Q: -0.0335975
T: -0.287582 Q: 1.21554
T: -0.177981 Q: -0.0382798
T: -0.0631181 Q: -0.027028
T: 0.0535166 Q: -0.0367811
T: 0.168379 Q: -0.0387519
T: 0.27798 Q: -0.0355043
T: 0.378989 Q: 1.0264
T: 0.468336 Q: -0.0361709
T: 0.543307 Q: -0.0400171
T: 0.601625 Q: -0.0369069
T: 0.641516 Q: -0.0317885
T: 0.66177 Q: -0.0337884
T: 0.66177 Q: -0.0138651
T: 0.641516 Q: -0.00869439
T: 0.601625 Q: -0.00404798
T: 0.543307 Q: -0.00311714
T: 0.468336 Q: -0.00213917
T: 0.378989 Q: 1.32024
T: 0.27798 Q: 1.14788
T: 0.168379 Q: -0.00186085
Sec_Event 1068585 N50: 28
T: -0.482966 Q: -0.0261772
T: -0.576016 Q: -0.0286688
T: -0.664802 Q: -0.0371076
T: -0.746629 Q: 1.01311
