Output file: output/wt_090434.root input file:/disk03/lowe10/sk7/sle/lomugd.090434.root
 Id of this manager : 10
InitReadRoot: total = 902088
RUNINFO found in the rare list
SK geometry setting: 6
***** Dummy rgetvalue was called. (Remote File Access is not supported) *****
==========WT:========== 16821.8 14605.8 12695.6
0/902088
Sec_Event 431763 N50: 47
T: 0.344613 Q: -0.00130761
T: 0.247226 Q: 0.985548
T: 0.1543 Q: 0.980726
T: 0.0686593 Q: -0.00118632
T: -0.00709432 Q: -0.00174964
T: -0.0706592 Q: -0.000987936
T: -0.120104 Q: -0.00122166
T: -0.153926 Q: -0.00266763
T: -0.171098 Q: 1.20617
T: -0.171098 Q: -0.00219608
T: -0.153926 Q: -0.00143785
T: -0.120104 Q: -0.00220917
T: -0.0706592 Q: 1.31948
T: -0.00709432 Q: -0.00195105
T: 0.0686593 Q: -0.00208227
T: 0.1543 Q: 1.21251
T: 0.247226 Q: 0.945317
T: 0.344613 Q: 1.35799
T: 0.443502 Q: -0.0027803
T: 0.540889 Q: -0.00173338
T: 0.633814 Q: -0.000907273
T: 0.719455 Q: 0.913465
T: 0.795209 Q: -0.000966639
T: 0.858774 Q: 1.01995
T: 0.908218 Q: 0.975611
T: 0.94204 Q: -0.000478113
T: 0.959212 Q: 2.29394
T: 0.94204 Q: 1.26817
T: 0.908218 Q: 1.05299
T: 0.858774 Q: -0.00100884
T: 0.795209 Q: 1.0567
T: 0.719455 Q: -0.000833601
T: 0.633814 Q: 0.869451
T: 0.540889 Q: 0.953929
T: 0.443502 Q: -0.00267782
Sec_Event 968804 N50: 42
T: -0.473763 Q: 1.13127
T: -0.567885 Q: -0.0150411
T: -0.657695 Q: -0.0209164
T: -0.740464 Q: -0.0229186
T: -0.813678 Q: -0.0212998
T: -0.875111 Q: -0.0181041
T: -0.922898 Q: -0.0192767
T: -0.955586 Q: -0.0192976
T: -0.972182 Q: -0.016882
T: -0.972182 Q: -0.0155382
T: -0.955586 Q: 1.21313
T: -0.922898 Q: 1.22204
T: -0.875111 Q: 1.22918
T: -0.813678 Q: 1.00335
T: -0.740464 Q: -0.014508
T: -0.657695 Q: -0.0112144
T: -0.567885 Q: -0.0090518
T: -0.473763 Q: -0.00574216
T: -0.378189 Q: -0.00625111
T: -0.284068 Q: -0.00968068
T: -0.194258 Q: 1.18062
T: -0.111489 Q: 1.30388
T: -0.038275 Q: 1.20583
T: 0.0231585 Q: -0.005294
T: 0.0709454 Q: -0.00577749
T: 0.103633 Q: -0.00551114
T: 0.12023 Q: -0.00501706
T: 0.12023 Q: 1.1393
T: 0.103633 Q: 1.10786
T: 0.0709454 Q: -0.00706514
T: 0.0231585 Q: -0.00888963
T: -0.038275 Q: -0.00686884
T: -0.111489 Q: -0.00770619
T: -0.194258 Q: -0.00820115
T: -0.284068 Q: -0.0116035
T: -0.378189 Q: -0.0118289
Sec_Event 1927322 N50: 28
T: 0.300598 Q: -0.0146221
T: 0.199433 Q: 1.28001
T: 0.102901 Q: -0.0122613
T: 0.0139378 Q: -0.0106137
T: -0.0647552 Q: -0.0100454
T: -0.130786 Q: -0.0094611
T: -0.18215 Q: -0.00574744
T: -0.217284 Q: -0.00532231
T: -0.235122 Q: 1.18761
T: -0.235122 Q: -0.00484391
T: -0.217284 Q: -0.00359027
T: -0.18215 Q: -0.00505711
T: -0.130786 Q: -0.00259756
T: -0.0647552 Q: 1.61386
T: 0.0139378 Q: -0.00276615
T: 0.102901 Q: -0.00289988
T: 0.199433 Q: -0.00207321
T: 0.300598 Q: -0.00593531
T: 0.403325 Q: -0.0031777
T: 0.50449 Q: 2.44903
T: 0.601021 Q: -0.00627652
T: 0.689985 Q: -0.00770442
T: 0.768678 Q: -0.00705787
T: 0.834709 Q: 1.08169
T: 0.886072 Q: -0.0270745
T: 0.921207 Q: -0.0578293
T: 0.939045 Q: -0.0645571
T: 0.939045 Q: -0.0560309
T: 0.921207 Q: -0.0742868
T: 0.886072 Q: -0.0633079
T: 0.834709 Q: -0.0686336
T: 0.768678 Q: 1.29101
T: 0.689985 Q: 1.15182
T: 0.601021 Q: -0.0250391
T: 0.50449 Q: 2.45447
T: 0.403325 Q: -0.0167173
Sec_Event 1960115 N50: 29
T: 0.0682269 Q: 1.33425
T: -0.044983 Q: -0.0221762
T: -0.153007 Q: 1.26875
