Output file: output/wt_090417.root input file:/disk03/lowe10/sk7/sle/lomugd.090417.root
 Id of this manager : 10
InitReadRoot: total = 807797
RUNINFO found in the rare list
SK geometry setting: 6
***** Dummy rgetvalue was called. (Remote File Access is not supported) *****
==========WT:========== 16657.6 14561.1 12580.3
0/807797
Sec_Event 238614 N50: 41
T: 0.603597 Q: -0.000738994
T: 0.543677 Q: 1.22617
T: 0.486502 Q: -0.000848694
T: 0.433809 Q: -0.000539885
T: 0.3872 Q: -0.00080436
T: 0.34809 Q: 1.1108
T: 0.317668 Q: 1.4211
T: 0.296858 Q: -0.00120674
T: 0.286292 Q: -0.00173817
T: 0.286292 Q: -0.00129136
T: 0.296858 Q: -0.00239715
T: 0.317668 Q: -0.001877
T: 0.34809 Q: -0.00260484
T: 0.3872 Q: -0.00513741
T: 0.433809 Q: -0.00650873
T: 0.486502 Q: -0.0101907
T: 0.543677 Q: -0.0191446
T: 0.603597 Q: 2.02736
T: 0.664441 Q: 3.11259
T: 0.724361 Q: 0.894586
T: 0.781536 Q: 3.03492
T: 0.834229 Q: -0.0775274
T: 0.880838 Q: -0.0720745
T: 0.919948 Q: -0.0618595
T: 0.95037 Q: -0.0482454
T: 0.97118 Q: -0.0469217
T: 0.981746 Q: -0.0440529
T: 0.981746 Q: -0.0465711
T: 0.97118 Q: -0.0897821
T: 0.95037 Q: 0.715223
T: 0.919948 Q: -0.0143089
T: 0.880838 Q: -0.00825893
T: 0.834229 Q: 1.05225
T: 0.781536 Q: 1.02565
T: 0.724361 Q: -0.0018434
T: 0.664441 Q: 1.18583
Sec_Event 539950 N50: 30
T: 0.69667 Q: -0.00398828
T: 0.664333 Q: -0.00301196
T: 0.633477 Q: -0.00299132
T: 0.60504 Q: -0.00524671
T: 0.579886 Q: -0.00367473
T: 0.55878 Q: -0.0052758
T: 0.542362 Q: -0.00307622
T: 0.531131 Q: -0.00559591
T: 0.525429 Q: 1.19596
T: 0.525429 Q: -0.00417669
T: 0.531131 Q: -0.00352137
T: 0.542362 Q: 1.32307
T: 0.55878 Q: -0.00150139
T: 0.579886 Q: -0.00202789
T: 0.60504 Q: 1.0924
T: 0.633477 Q: 1.10732
T: 0.664333 Q: -0.00276468
T: 0.69667 Q: -0.00187683
T: 0.729506 Q: -0.0021725
T: 0.761843 Q: -0.00154577
T: 0.792699 Q: -0.00293946
T: 0.821136 Q: 1.14831
T: 0.84629 Q: -0.00155894
T: 0.867396 Q: 1.33271
T: 0.883814 Q: -0.000866956
T: 0.895045 Q: -0.00131541
T: 0.900747 Q: -0.000949478
T: 0.900747 Q: -0.00127499
T: 0.895045 Q: -0.00129445
T: 0.883814 Q: -0.00241143
T: 0.867396 Q: -0.00183652
T: 0.84629 Q: -0.00140859
T: 0.821136 Q: -0.00075228
T: 0.792699 Q: -0.00146979
T: 0.761843 Q: 1.01946
T: 0.729506 Q: -0.00370744
Sec_Event 765161 N50: 28
T: 0.298479 Q: -0.00578154
T: 0.197145 Q: 1.12958
T: 0.100453 Q: -0.00488483
T: 0.0113413 Q: 1.11214
T: -0.0674827 Q: 0.875434
T: -0.133624 Q: 0.9644
T: -0.185072 Q: 0.875429
T: -0.220265 Q: -0.00691945
T: -0.238133 Q: 0.894561
T: -0.238133 Q: -0.0126656
T: -0.220265 Q: -0.0137704
T: -0.185072 Q: 0.981911
T: -0.133624 Q: 1.00882
T: -0.0674827 Q: -0.0155124
T: 0.0113413 Q: -0.0168434
T: 0.100453 Q: -0.0184763
T: 0.197145 Q: -0.0214573
T: 0.298479 Q: -0.0151106
T: 0.401376 Q: 0.955558
T: 0.50271 Q: -0.0122223
T: 0.599402 Q: 2.35468
T: 0.688514 Q: 1.23706
T: 0.767338 Q: -0.00565149
T: 0.833479 Q: -0.00314674
T: 0.884928 Q: -0.00273246
T: 0.920121 Q: -0.00387858
T: 0.937989 Q: -0.00207107
T: 0.937989 Q: -0.00229494
T: 0.920121 Q: -0.0027052
T: 0.884928 Q: -0.0028009
T: 0.833479 Q: -0.00376025
T: 0.767338 Q: -0.00492203
T: 0.688514 Q: -0.00620087
T: 0.599402 Q: 1.02266
T: 0.50271 Q: -0.00368866
T: 0.401376 Q: -0.00358373
Sec_Event 777512 N50: 25
T: 0.364159 Q: -0.0596639
T: 0.26863 Q: -0.0446977
